degradation,revision,bug,packages,files,issues,insertions,deletions,churns,lines,hunks,hour,day
false,a76a478911fc213d9ec979f0e719bd80a936a420,false,2,8,1,50,29,79,21,16,21,5
false,a93748195009a096c7b2e09292ca67b669d7e4a4,false,2,2,1,5,12,17,-7,5,9,4
false,a9e56e1e8d75ac87a5db4a55dadb52de7d90f770,true,1,2,1,29,3,32,26,3,18,6
false,a9e82296a772d35b5d07900d5946e2cbdeb05a64,true,1,1,1,2,0,2,2,1,9,4
false,aa82ccfcff94c0a83daf86c8cfd806206e9c6a52,true,2,3,1,45,7,52,38,6,16,2
false,abb316cea0a31edea61a25ea4c192507d5c7b390,false,3,3,1,21,18,39,3,8,16,3
false,abdcf847326aa04a34883df2f7a1024a64378e81,false,1,5,1,90,216,306,-126,10,10,6
false,abe3beb18c2b2c595d4e86b970c0a9a774cd1acc,false,1,1,1,1,1,2,0,1,15,6
false,ac6688794a0d74a8787814370ee803c3b0efbaaf,false,1,1,1,2,13,15,-11,1,10,2
false,acb4360abb8398d39f36f6f94b1711a98f072fbc,false,2,4,1,28,36,64,-8,12,15,3
false,ad1b70e2fae5a8eb808dbb0fd27caf48ea0710be,false,1,1,1,36,42,78,-6,1,10,2
false,adcb7a632af8225e86e09e398b8fb5430b143b18,false,4,9,1,60,35,95,25,26,22,4
false,ae7ce56448d69e43bc0b65a698d15ea09f308eab,false,1,13,1,64,159,223,-95,27,23,7
false,af05b3d68ca8b8021db8e205d39557782eb68a7b,true,1,1,1,3,3,6,0,1,10,2
false,af400d80f33c3fe2d25712cc4f42681e110a6df9,false,1,1,1,4,9,13,-5,1,15,3
false,af6e5eda6337c85d2de13e54a45ac29309b9eb07,false,1,1,1,3,3,6,0,3,12,3
false,af899fcb44e50b6f8b8bab3391cac8c6e820a444,false,3,9,1,40,21,61,19,16,15,6
false,b011396f6fc26805ec06d1e5f48cb46392918bcb,false,8,21,1,163,116,279,47,75,9,2
false,b02409742d444dc27601bdd3f001b6e2ac906a1c,false,1,1,1,3,3,6,0,3,12,3
false,b0dea0e69965dfcbc4b8a6a786c7c6bee06c36a3,false,1,1,1,2,1,3,1,1,14,3
false,b265829c9ef1de0e1840567c95bb3fca9a962fcf,false,1,1,1,14,10,24,4,7,15,3
false,b2d13b27676e332dede4004fdcff7df313f2e9de,false,9,16,1,267,531,798,-264,52,18,3
false,b30b7a2e18db00752b7d043e77d1be1599fee4e9,false,1,1,1,1,1,2,0,1,17,3
false,b3e922c76e6705c46f84dc4d8258ba3906379a4b,false,1,1,1,4,3,7,1,2,7,6
false,b4a864b0963303d7338a716355ae4401f8f4d122,false,4,8,1,87,205,292,-118,23,10,4
false,b4b451b8676a3e623d71567387fbfe590d1f0868,false,7,10,1,80,50,130,30,17,12,6
false,b54c663d01e37c51b6e773033705ab50d0a3fa77,false,6,14,1,2074,27,2101,2047,33,0,2
false,b5874d796bc42a2107edf2c79ab540409d473957,true,1,1,1,14,10,24,4,2,12,6
false,b590d19bab446b2e8983b36d4f42c71e018d4bcd,false,1,1,1,9,4,13,5,4,12,2
false,b5979289835a0eda988de2cb922d5ddd1914fa81,true,1,2,1,63,2,65,61,3,13,3
false,b5b2c9d10e6ae1df0e44a5448558da285d0cea99,true,2,3,1,16,48,64,-32,5,16,3
false,b5cb9887fecad4815849eca22441521ee35669e1,true,2,4,1,54,12,66,42,5,16,6
false,b5e29819b1aa75ef8648c6ebaf0b5ebf72bdb2da,false,1,3,1,137,20,157,117,17,15,2
false,b5e4574b1b135249dee7860e1f52b2a2af34b641,false,4,8,1,80,194,274,-114,19,11,3
false,b6db8d97761bcc640d2e03500ffd283c833c21db,false,1,1,1,4,4,8,0,1,11,4
false,b793f99f6b1f5787b5be0b732ddb17baec4c711b,false,1,1,1,2,2,4,0,1,11,2
false,b82e1cab704e5a7a32df580bae48421deea69fac,false,1,5,1,178,22,200,156,6,16,5
false,b8382271ed8bcf57157a4b10c02f6a4948e4a35a,true,4,7,1,27,26,53,1,12,14,5
false,b83f743b9d34b06bd24d14cabf48d7fc4c246c00,false,3,10,1,137,21,158,116,12,11,2
false,b891bb8ddff1fcd16b3deb1044f9753bd878ce36,false,1,1,1,82,39,121,43,2,0,5
false,b92591f6496c15bf5615765539017ad702c67a43,true,5,10,1,155,21,176,134,15,20,2
false,b93624f490da2af2df698902a0ca4da797b15014,false,2,2,1,4,1,5,3,2,17,6
false,b9ddb88862f15be28dd0a74869489a804e4cda43,false,2,4,1,240,189,429,51,6,21,6
false,bc2fa6a05f531c21c677cbf839cfbf8815e9a1b1,false,1,2,1,27,2,29,25,3,9,6
false,bc62f8cca03573160514444291513899211dae7e,false,1,10,1,527,65,592,462,13,20,2
false,bd9bcd34d7356757fcd24a1f1a9f0520f1ea7b3f,true,1,1,1,15,12,27,3,1,9,5
false,bdbc86afd33a1ea0db5a98039067a7f6a9130f83,false,1,1,1,46,13,59,33,5,15,5
false,bf43914fd7f0ed5ff57a56a82420cda76d3cbaee,true,2,3,1,25,24,49,1,13,11,2
false,bfcd615e89241fa6a12886d86180cb74fb15a3c9,false,1,1,1,14,14,28,0,14,11,4
false,bfffed1260a37cd6c338c2495a03377c76fe99d8,false,2,5,1,82,8,90,74,10,12,3
false,c092d05b53b8abc3fd9a2a59ac0462dc8ba75e98,false,1,1,1,5,1,6,4,2,20,4
false,c1c1f79408052235339c8696a8c3564caac8a111,true,1,2,1,74,48,122,26,3,16,3
false,c1c43497f5d0081b13bd744fa46e2bc0313bb493,false,1,1,1,1,1,2,0,1,11,6
false,c2b49a6cb0748664119c2279e5556d3874ced59b,true,2,2,1,6,2,8,4,2,23,3
false,c2e12216f38b4bd0517aff239f67e9925ac5a106,true,1,2,1,226,12,238,214,3,23,3
false,c38c022ce461ec37fb92e7f922fe7b47fbda6017,false,1,1,1,1,1,2,0,1,13,6
false,c3ba7c89eadf87d6cb309a297af727c88c0e3b65,false,2,4,1,4,44,48,-40,6,10,3
false,c49d2044b48536a22bedd5568172ac54c2f0f198,true,3,3,1,78,12,90,66,9,23,3
false,c673ebbe1bacfda8904a1c315babfe5e3050ffcf,false,8,9,1,90,208,298,-118,30,11,3
false,c728d8953d34b7bf34d86a8625dcb6e1109602cf,true,1,1,1,4,0,4,4,1,4,7
false,c78379f4ba3fdd58c574a610db3e85e616860d10,false,1,1,1,55,31,86,24,13,10,3
false,c7f67aa0b3097bb91cc82fd91dcc45a74b56e6e8,false,1,4,1,102,1,103,101,8,10,2
false,c876e56f04589ce8c6e73b608a1defb0cfd04c23,true,4,13,1,93,235,328,-142,23,15,3
false,c904f73756ac956b60a087d218d4f2845725d26c,false,1,2,1,104,3,107,101,4,11,5
false,c9ac08c8c143a0160d11c34dedf38b7b93beb417,false,15,24,1,69,65,134,4,61,23,7
false,ca4711fe6b05f0cee469fd91643ddef8de69fffe,false,1,1,1,21,22,43,-1,1,13,6
false,cb4590a27febd29db3bd2939fc3fb6025c4c3691,false,26,37,1,73,140,213,-67,89,10,3
false,cc5d56a504cb6603afacd7f7d37ae971d996e971,false,3,3,1,3,3,6,0,3,11,2
false,ccff0802a729bc10d84ed876ec08d408efc377af,false,2,6,1,216,155,371,61,8,18,2
false,cd24f18a2f2667857a5e5b86744bf1e129d7bba8,true,3,3,1,76,11,87,65,8,23,3
false,cd414fa5b5c88b39b11938cdbf40571f4a2df153,true,2,2,1,5,3,8,2,3,11,6
false,cdb1304189ca452eff0dc0bdc971994a55a03c72,true,1,1,1,1,1,2,0,1,10,4
false,cdc28993dce98812d3679a7fd8ffd0c941f6a0f6,true,1,1,1,5,0,5,5,1,18,2
false,ce842bc47159f28181a8fd8582d1e0410a6664d1,true,2,6,1,212,31,243,181,12,12,2
false,cf2c3af7348dd9e8726656d66e77cccb27a5d47c,false,2,3,1,4,4,8,0,3,15,6
false,cfcabb579d71bf44af49b23711e6fdaebedcd698,false,1,1,1,2,5,7,-3,1,9,2
false,d010f32f7011c4fe6f9d94d36814cc5395703826,false,1,2,1,27,3,30,24,5,19,3
false,d02b44902c94673d57f275e442c41a932e9ed9e7,false,8,50,1,214,233,447,-19,57,15,5
false,d0441059e0bba325f3f68a5db00282cc3901dc5a,false,3,4,1,86,161,247,-75,8,12,4
false,d06f84d1b87011e5c152c5fb3f05ae50c1c58cda,true,5,10,1,419,176,595,243,21,23,2
false,d0fd2102967f34e35be1d009085c314898b8fb0a,false,1,1,1,1,2,3,-1,2,13,2
false,d106598d4e244122eb330ae84de9cdc6f0ac1413,false,1,1,1,1,0,1,1,1,13,5
false,d1770dc6a992103991fd8ecdc14c7919d39f9b2b,false,2,4,1,111,16,127,95,9,12,2
false,d1caec5e942d5a4b1dd5b52c7a187eada733c8e3,false,1,2,1,3,4,7,-1,4,9,6
false,d20e568b51f9c8e4612472d143df4d49a3bd0e63,false,1,1,1,20,12,32,8,2,11,3
false,d2493d38869387c6156d312e1b788efc0ced5850,false,1,2,1,12,3,15,9,2,15,2
false,d25f1ee8e0103e51467f8d81da180424f025bc21,false,1,3,1,117,56,173,61,14,22,3
false,d2695345f52a9785e7338a1f6e823eec9dcc243d,false,1,1,1,3,3,6,0,3,16,5
false,d31415397199ecc71f8486124f02a6e983e23781,true,2,5,1,28,2,30,26,8,14,3
false,d38050896b20f98bee1457a0359458e9618307ad,false,1,1,1,4,2,6,2,2,11,3
false,d4a6c2e4a005a253c3f47526a76b1ce7b3a6ba4d,false,1,1,1,1,1,2,0,1,10,5
false,d4a7ba63e45c3b06b1008c6ae849e05994cffe4e,false,1,1,1,6,5,11,1,2,9,2
false,d4d377449490f511eecbce085288137bc90da036,true,1,1,1,1,1,2,0,1,17,5
false,d558004bb386c1b736d9d3a8592d465893f8ed96,true,2,2,1,32,6,38,26,3,22,4
false,d5609b0ee3c0dece2439d733118ea4b2a81ed405,false,2,3,1,3,9,12,-6,3,8,2
false,d6897c9b56a26215f9a50e5fb5779bb593a77777,true,1,1,1,5,5,10,0,5,9,3
false,d6e7ac80e54b0eb6c3cb8df9a3e437c745de327e,true,1,4,1,63,63,126,0,4,15,5
false,d72990d4a24fdbaae34e14f4074d6145a9099fd3,false,2,8,1,13,13,26,0,9,11,2
false,d7a75a0462d7fccdc437ddc84cbb49faa432e3b1,true,1,1,1,3,1,4,2,1,15,2
false,d850e208ef1e9c3c1abf97b1e37f3a005d7512c4,false,1,1,1,2,2,4,0,2,19,2
false,d86d9afa8fc5d21d0d5a1c70e0fcd780ace6e3e6,true,3,5,1,20,15,35,5,7,21,3
false,da155503634ffa977779c8f6d7a848f750f18d39,true,1,1,1,2,1,3,1,1,11,4
false,da481e4da86973c729e4e12a577ff6b6eeeb0526,false,6,9,1,128,187,315,-59,26,11,3
false,da6b0a13f4fe1b84ad78a7b0c48467763da2a435,false,1,2,1,153,0,153,153,2,17,5
false,da98a830ce75b94bd7885a759659d1bd7abcf193,false,1,1,1,8,1,9,7,1,14,3
false,db59df519990ec25c07cbf8ad4d53a869d0465e7,false,1,1,1,2,2,4,0,1,11,5
false,dc635f936ea6050d3327659a047e30fa386da853,true,2,2,1,9,8,17,1,2,20,5
false,dccf89b5c0270602a36ac7dc9169c91f50d9eeae,false,1,1,1,17,16,33,1,9,15,5
false,dd187fce1512871b2f2b5ed55a8fa20beb7edf23,false,1,1,1,3,5,8,-2,4,10,4
false,ddd0d1368291ef828ac22fa58dcdac6d749cef6d,false,1,1,1,2,1,3,1,2,13,2
false,de46acabeb46048dad780b80b4632843e9f81442,false,2,2,1,6,10,16,-4,5,15,5
false,de46d5ab95274f9d19c4d372a7f405e705e48384,false,1,2,1,8,5,13,3,5,16,2
false,de670c54f8ac3bb979ec9dab12c26365db35a685,false,1,1,1,1,1,2,0,1,9,5
false,df08108853b8e96c8414ff68c3d079fe78fa7169,false,1,2,1,8,5,13,3,5,16,2
false,dfa2ed5763fc8b17ab4fb351147bebabd1ebb0de,false,1,2,1,27,27,54,0,2,12,4
false,dfd30907f9b008b8dfc1521c4c24d4022963dd34,false,1,4,1,19,11,30,8,12,17,5
false,e01153f618e0038dd69b001e750ce13b90b30cfe,false,1,1,1,11,16,27,-5,4,14,6
false,e0b105e5bcee89917d04c3a2164440d0ed2fc738,false,2,13,1,164,271,435,-107,14,9,5
false,e193f4f4d5ef6ef9778a150a337236f208e2b060,false,2,6,1,496,3,499,493,8,13,4
false,e1a481616b195a926b0cce800c3c6e29c11d1207,false,1,3,1,150,0,150,150,4,9,3
false,e1f29e90ff3a35e117bb3ddc5ee2aefd900c13c8,true,1,2,1,118,26,144,92,6,19,3
false,e208c0b9f2d3f6023dde0e7d413eec2d9e5a2d8c,false,1,1,1,6,6,12,0,2,10,5
false,e2376fe5e84c7e4d6ed91fe2463b08adc8bb58a3,false,1,1,1,2,1,3,1,1,11,6
false,e278b051aed16e2056f87607f1530bca8cdaa83a,false,2,6,1,146,16,162,130,11,15,2
false,e40ae9188ca3810eab77c1ed80efa6f05203b2ca,true,2,4,1,195,11,206,184,5,21,2
false,e44c2850e1ae607136c13d3c78498738719390f6,false,2,2,1,10,5,15,5,5,10,4
false,e47e61e28b704da9829edc9941c4c9fb6b2bf551,false,1,1,1,4,4,8,0,4,17,3
false,e48853d33717aa4a0f103fec6a8946999ccb8ec9,false,3,3,1,4,4,8,0,3,10,5
false,e613e28b860ab6d7b140c0d746ea3b7442dc1751,true,1,3,1,14,15,29,-1,4,0,2
false,e6c24a19f0ada846445cbc9a3d87a0a37617db84,true,2,3,1,32,2,34,30,4,14,5
false,e7326555e60ec42024ed6e444bf7ea862b49376d,false,1,1,1,1,2,3,-1,2,13,2
false,e8773fb18da2d763d62a2857335b3c73d491d064,true,1,2,1,46,26,72,20,12,11,2
false,e87b7bcf23ff5feaaf1bd67589dc25f2e0130cd5,false,2,2,1,26,3,29,23,4,9,4
false,e96dab0801ab21e96472206dacd8052d385a966e,false,2,2,1,5,1,6,4,2,23,3
false,e9f116aa871cdccbc72c8329468154efef638e3c,false,1,5,1,209,51,260,158,5,18,2
false,ea647dc9bb9be4a180d8e180f7be0448d7786afa,true,1,1,1,6,6,12,0,1,23,3
false,ea82a6b1ca8658f44d840ce74eb72252368d25ab,false,1,1,1,17,0,17,17,1,21,4
false,eaa22123f6e169febff568d57cebf922dc08b7e4,false,3,3,1,5,5,10,0,5,15,6
false,eabc9bd4439295bdfd4a0236fdda2dd3557d1437,true,1,1,1,8,14,22,-6,2,10,4
false,eba961e585fd0fef9002a04588a96b68dc9035b5,false,3,6,1,68,35,103,33,42,9,6
false,ebf7beeffa3a44c7926c731ee30c17d69a3b599f,false,1,1,1,3,3,6,0,3,10,4
false,ec4d40539354d9332aef886458f276df790cc500,false,8,50,1,233,214,447,19,57,15,5
false,ec84bb57fbfadce914a1af79b1c47c3267de5d4b,false,3,3,1,112,12,124,100,19,16,2
false,ec94dab7def8a45865ec0b9e667ae817e603c2c6,true,1,1,1,1,1,2,0,1,12,6
false,ecdb67a5f87ad5909262a0936cb74ebc6786b8fb,false,12,19,1,114,73,187,41,44,16,5
false,ecdfc124453ca614178d33d0c119d4e71872cfef,true,1,2,1,69,16,85,53,5,14,5
false,ed07f6b38ff29d3ff46357db8252656ca2cc2b97,true,5,10,1,428,126,554,302,21,23,2
false,ed64e166dcba6715eafcbb7ca460d2b87e84cffc,false,4,36,1,1882,1741,3623,141,133,17,3
false,ed71768c0539ca005a35465b587d51f27083f47e,false,4,10,1,34,34,68,0,21,15,6
false,ed8d1258740c859a3f00c08d395366e09198b6fa,false,17,20,1,30,30,60,0,30,14,5
false,f0cfce83e3b22073b1a56352f6998892c99832d9,false,1,1,1,7,7,14,0,3,15,3
false,f11a75c7a5bd86c424ed29d66847aaf0d25553c1,true,1,1,1,2,1,3,1,1,15,3
false,f1586b3cf5fcbdb59caa68806cd01bb51d0be6b2,false,2,7,1,129,151,280,-22,26,13,4
false,f1893e7dc451a65a7c3a15c4607b5e6ea3f016a3,true,1,1,1,1,1,2,0,1,12,5
false,f1af9e0389a89f5d37c0fb24fc525c8cc50505b8,true,2,3,1,29,2,31,27,6,15,5
false,f1e84a7999da0904aa7f2ef5cdbebe4fb05eb9d8,true,2,4,1,126,2,128,124,7,11,3
false,f29fe6f7c4bbf7ffb2fcda8cfd8356639179f731,false,1,28,1,105,50,155,55,28,23,3
false,f31068ba72dc32e3276dedf2a9b5a467c29291cc,false,1,2,1,58,5,63,53,2,12,2
false,f3398d74ffcbe5b5f1de5b2392b26d226ae326c6,false,1,1,1,2,3,5,-1,1,9,4
false,f3f065c267338f17b64a6b1cd0d72fb349118d68,false,1,2,1,24,79,103,-55,14,10,2
false,f583754f9deb35d98ec1229e565ea39cee0e296b,false,3,3,1,5,5,10,0,3,10,3
false,f6eaa937d4cdda9fd04c3c5312eaca66d5fb52a2,true,1,1,1,5,5,10,0,5,9,3
false,f6ee84e5f855252a38aab6a84ae40f70017c257d,false,2,6,1,147,54,201,93,15,14,5
false,f7e66e61e3097d32b7767890208436b508747ef1,false,1,1,1,9,4,13,5,4,12,2
false,f81ad2a53a7bcba321d3faa7f0b484b0bb431da9,false,1,1,1,4,4,8,0,1,15,5
false,f854896f6a8230eb8181976b15fe09e87ac30a71,false,1,1,1,4,4,8,0,2,10,4
false,f89b15618243075f8a8e90cb826550af525dabb7,false,1,1,1,1,42,43,-41,2,16,6
false,f91a4ced0de62a4fd4121ca0476407f803840400,false,1,1,1,3,0,3,3,3,17,5
false,f95e3130b1a0b9d40e77f90f2bf869d21fd851e0,true,1,1,1,4,3,7,1,1,12,2
false,f9668b5ea6d4dfc196409dff588a06dd5b9ea571,false,1,4,1,234,46,280,188,13,17,2
false,fa01402233fb56abc0709bcdc6f6a6c008a1abc7,true,3,4,1,19,17,36,2,7,16,3
false,fa10aef39e23c0258738079e1d1ff90885175dc1,false,1,1,1,8,8,16,0,7,14,5
false,faaae8d330a8e1c386f8c87de73db9451828b64b,true,1,3,1,65,2,67,63,3,10,2
false,fb4586f11a414cb8cab7ed3e0f5b1aff89477728,false,1,1,1,46,31,77,15,1,14,3
false,fb45a781c24f17d7a44658061c4f17e95c4cd1ef,true,2,3,1,4,9,13,-5,4,15,5
false,fd2fc8b6e0ec562133200ecbc139746ba56673eb,true,1,2,1,44,3,47,41,4,14,5
false,fd7ab849202144b183c3cbd69c81b7e4e433be99,false,3,5,1,188,104,292,84,23,21,7
false,fe1e621081ebe22c22f6e5b5fa98d51e44d50d76,false,1,1,1,2,2,4,0,2,9,4
false,fea2b8e4e0feb6a7374bcfe6de2da5d1a2feba20,false,2,27,1,1340,1264,2604,76,30,16,6
false,fee33c62cbbd2a69e59a75eb3c8550f34b67450d,false,3,6,1,10,4,14,6,7,13,4
false,feed0b7814855c9d8815826ecd4c75f96da090cf,true,1,1,1,13,1,14,12,2,15,3
false,ff1ad079c450d024daa637faa4e3438f3b3e88c0,false,2,6,1,161,54,215,107,15,14,5
false,ff4ebd898e1f6a88979fb5a5bb078498e391adaa,true,2,2,1,39,12,51,27,4,18,4
false,ff6a79e5183317af3acf281025b009c5145c3007,false,7,33,1,800,245,1045,555,62,16,5
false,ffb5a972015282e7b34b3f2f52c25c24ae619e03,false,2,4,1,185,9,194,176,7,14,3
false,ffd7e27401d851337e1c08324c94a6f9611ded59,false,1,1,1,8,7,15,1,3,15,6
true,2ac29d3065a448c00a2ba7ac4b8cd53ae6c2b91b,true,2,4,1,8,66,74,-58,6,16,3
true,9759e26e7558b713ed082e349cba2a6ed437725a,true,5,9,1,16,16,32,0,11,14,4
true,bb9c1044e5f1ba8902aa69073ef9fb236802d277,false,1,1,1,82,87,169,-5,1,19,4
true,db5be6ab05545e1bb95f566c3aeb23e05cf93437,true,4,8,1,455,399,854,56,26,12,3
true,e4262674d6dd347fb51a1454c63e5f03ed5f135e,false,4,12,1,109,40,149,69,11,12,5
