degradation,revision,authorexpertise,daysbeforerelease,bug,packages,files,issues,insertions,deletions,churns,deltalines,hunks,hour,day
2,19435,2963,10,false,3,6,1,126,15,141,111,16,18,1
2,19440,2965,9,false,3,6,1,31,0,31,31,6,11,2
2,19445,2970,8,false,1,1,1,3,0,3,3,1,8,3
2,19449,2974,8,false,3,3,1,26,4,30,22,11,9,3
2,19454,2979,8,false,1,1,1,49,23,72,26,1,10,3
2,19459,2983,6,false,1,1,1,9,7,16,2,2,22,4
2,19463,2987,6,false,1,1,1,11,3,14,8,2,7,5
2,19466,2990,6,false,3,3,1,233,1,234,232,13,10,5
2,19473,2996,5,false,1,1,1,14,44,58,-30,4,10,6
2,19479,3001,4,false,1,14,1,15,15,30,0,14,16,7
2,19494,471,2,true,4,4,1,35,5,40,30,10,16,2
2,19496,4560,1,false,3,5,1,20,11,31,9,10,20,2
2,19501,3016,1,false,4,5,1,46,40,86,6,9,10,3
2,19502,3017,1,false,3,4,1,16,1,17,15,6,11,3
2,19503,3018,1,false,3,4,1,24,6,30,18,5,11,3
2,19507,3022,0,true,1,1,1,8,1,9,7,3,12,4
2,19510,3025,0,false,1,1,1,1,5,6,-4,1,13,4
2,19511,4562,0,false,3,3,1,26,59,85,-33,5,17,4
2,19512,3026,0,false,2,2,1,75,65,140,10,15,18,4
2,19544,472,18,false,1,1,1,4,2,6,2,1,12,2
2,19577,4620,27,false,2,87,1,287,46,333,241,171,20,4
2,19579,3034,14,true,1,2,1,5,7,12,-2,3,19,3
2,19583,3038,7,false,1,2,1,12,16,28,-4,2,19,3
2,19590,3171,1,true,1,1,1,7,5,12,2,3,6,3
2,19615,3044,20,true,1,1,1,15,14,29,1,1,23,4
2,19623,3049,11,false,1,1,1,1,1,2,0,1,15,7
2,19630,3055,5,false,1,3,1,1,29,30,-28,4,7,6
2,19659,3057,1,false,3,3,1,63,53,116,10,12,10,2
2,19689,3172,6,true,1,1,1,5,3,8,2,3,6,4
2,19716,113,6,true,1,3,1,96,4,100,92,9,11,6
2,19771,4771,17,false,1,1,1,9,45,54,-36,3,16,1
2,19797,4797,3,true,1,1,1,14,5,19,9,2,21,5
3,17979,103,0,true,4,12,1,986,117,1103,869,50,1,5
3,18093,2409,14,false,1,1,1,6,1,7,5,1,16,1
3,18095,2411,14,false,1,2,1,32,3,35,29,7,17,1
3,18234,107,8,true,4,8,2,723,52,775,671,25,22,6
3,18257,2495,5,false,2,4,1,251,106,357,145,28,17,3
3,18265,2499,3,false,1,1,1,1,0,1,1,1,5,5
3,18442,384,20,false,1,1,1,24,16,40,8,2,20,5
3,18760,2514,25,false,10,27,1,399,319,718,80,72,5,7
3,18770,3140,23,true,1,1,1,4,9,13,-5,2,8,2
3,19264,3157,12,false,2,6,1,347,18,365,329,41,13,4
3,19614,4645,21,false,39,153,1,910,553,1463,357,284,12,4
3,19741,3174,18,true,1,1,1,1,0,1,1,1,14,7
