# List of all commits from classes found during the repository mining phase (blamed or not)
322
revision,authorexpertise,daysbeforerelease,bug,author,date,packages,files,insertions,deletions,churns,deltalines,hunks,issues,listissues
825da3055e9792ae5b4b0e86f47a6b08c9e7ce0e,2573,73,true,Martin Tzvetanov Grigorov,Qui 06-Fev-2014 11:24:20 +0100,1,4,54,3,57,51,4,1,5500
82dd6ee8f6b0b181f383eac685c080caf3479d44,2417,159,false,Martin Tzvetanov Grigorov,Ter 12-Nov-2013 17:42:19 +0200,5,7,82,146,228,-64,19,1,5410
841e9a4ba13d449b301682d80c69ddc34652ea72,2330,251,false,Martin Tzvetanov Grigorov,Seg 12-Ago-2013 16:50:58 +0300,2,2,2,2,4,0,2,1,0
87fa630f240fb3e5234477c2fcf60831610fe7d5,2428,156,true,Martin Tzvetanov Grigorov,Sex 15-Nov-2013 16:08:03 +0200,1,6,853,3,856,850,7,1,5416
8803af0593ef244cf0607fc6cb2bbcc347078f84,2515,100,false,Martin Tzvetanov Grigorov,Sex 10-Jan-2014 14:36:34 +0200,1,1,1,2,3,-1,2,1,0
88191edb11f324ccbc44d7f18f006db423e43849,2414,159,false,Martin Tzvetanov Grigorov,Ter 12-Nov-2013 11:39:49 +0200,2,6,46,107,153,-61,17,1,5410
88b5d5cb482bc7bb22e2ceb9503e5056b0e89572,2183,307,false,Martin Tzvetanov Grigorov,Seg 17-Jun-2013 11:31:08 +0200,17,22,290,149,439,141,50,1,5012
8a4f6a722ad61c261f92ff2ccaae08ab10c53932,2068,354,false,Martin Tzvetanov Grigorov,Qua 01-Mai-2013 13:52:30 +0200,4,5,62,6,68,56,7,1,4969
8b4d9de39eedeef10ff1ff0a383606b6b94785bb,1666,621,true,Martin Tzvetanov Grigorov,Ter 07-Ago-2012 11:58:10 +0300,4,10,351,328,679,23,53,1,4686
8c21ccf8c292152d13d02fd8523ea152d0cdd787,2249,299,false,Martin Tzvetanov Grigorov,Ter 25-Jun-2013 17:41:31 +0300,1,1,40,36,76,4,2,1,5179
8c3d270fdf483c93cda67eff4204e61199f5cc22,2678,45,false,Martin Tzvetanov Grigorov,Qui 06-Mar-2014 16:02:58 +0200,3,3,5,5,10,0,4,1,0
8c8f26b75db95cc1b504346fae23936e2e2b6579,2680,45,false,Martin Tzvetanov Grigorov,Qui 06-Mar-2014 16:04:28 +0200,2,2,2,2,4,0,2,1,0
8c96c8b7d1d392a0b8b8b8e0fd1a92bebfcce6b0,2170,311,false,Martin Tzvetanov Grigorov,Qui 13-Jun-2013 14:56:14 +0300,1,1,1,1,2,0,1,1,5233
8ccb1f6de4479bef623bc97dd4ad4abeb7b802df,2475,125,true,Martin Tzvetanov Grigorov,Seg 16-Dez-2013 15:16:22 +0200,1,4,94,18,112,76,11,1,5441
8daef11930bb9fd8e5ade92752b903e7d8ec1659,2265,296,false,Martin Tzvetanov Grigorov,Sex 28-Jun-2013 12:27:04 +0300,9,14,76,208,284,-132,32,1,5257
8dd3c24365facb5b3d64e45a4d384aa0007e8524,2691,40,false,Martin Tzvetanov Grigorov,Ter 11-Mar-2014 18:17:24 +0200,5,11,168,33,201,135,26,1,5531
8f998ce6a8003b9fd29c016b1eb682c569e2dee6,2663,45,false,Martin Tzvetanov Grigorov,Qui 06-Mar-2014 10:02:23 +0200,1,1,2,6,8,-4,2,1,0
9038c385182fa4c981ea20f916a4c3c5c30e207c,2584,67,true,Martin Tzvetanov Grigorov,Qua 12-Fev-2014 15:52:59 +0200,3,6,49,11,60,38,9,1,5499
90c2b18127ff9f902d1ac2c4cf147c1f346d0098,2547,88,false,Martin Tzvetanov Grigorov,Qua 22-Jan-2014 12:04:11 +0200,3,4,19,12,31,7,12,1,0
90fa7ed0f228a66d8867dd741fb56e743cd55f61,2674,45,false,Martin Tzvetanov Grigorov,Qui 06-Mar-2014 10:15:20 +0200,1,1,12,11,23,1,11,1,0
914b18d0f81e0df9d2f02fd7f2d3d71a49c2e22a,2641,58,false,Martin Tzvetanov Grigorov,Sex 21-Fev-2014 15:05:10 +0200,1,1,3,3,6,0,2,1,0
91c5ab120aa4ab24d9756bf9b743a85ab9ece6aa,2662,45,false,Martin Tzvetanov Grigorov,Qui 06-Mar-2014 10:01:57 +0200,1,1,1,1,2,0,1,1,0
9263a807bc0411128e8f57757642a24a05a26ce7,3,352,false,Cedric Gatay,Qui 02-Mai-2013 22:42:41 +0200,1,4,9,10,19,-1,4,1,4852
936ad6a5c4b4a274762543901b0025f57defb7c4,2146,325,false,Martin Tzvetanov Grigorov,Qua 29-Mai-2013 23:23:24 +0300,2,4,13,12,25,1,6,1,5212
93ce371191bfabf953f9a3d4f5196ca867320cb5,2659,46,false,Martin Tzvetanov Grigorov,Qua 05-Mar-2014 16:27:57 +0200,1,1,1,1,2,0,1,1,0
9575f0d93901b7163a46c2ea38f43f135ecd7d50,2665,45,false,Martin Tzvetanov Grigorov,Qui 06-Mar-2014 10:04:15 +0200,1,1,1,0,1,1,1,1,0
9589d9720704809ecb5a55a4ebe942a001d9bd14,2713,33,false,Martin Tzvetanov Grigorov,Ter 18-Mar-2014 10:03:45 +0200,1,2,2,2,4,0,2,1,0
96832b461416db3c95af8d2ae0b597b4d33e5066,1,356,true,Cedric Gatay,Seg 29-Abr-2013 19:43:34 +0200,1,2,101,4,105,97,4,1,4664
972c71522caddfa3c6836dafab6831a9643cbd08,2570,77,false,Martin Tzvetanov Grigorov,Dom 02-Fev-2014 10:21:11 +0100,1,6,595,0,595,595,6,1,0
9759e26e7558b713ed082e349cba2a6ed437725a,2069,354,true,Martin Tzvetanov Grigorov,Qua 01-Mai-2013 14:05:48 +0200,5,9,16,16,32,0,11,1,4964
99fcd91fe8c3568750f65e7ed830c62b5d46cdaf,2582,72,false,Martin Tzvetanov Grigorov,Sex 07-Fev-2014 15:49:51 +0100,7,39,129,5806,5935,-5677,51,1,5503
9abb70eca7d31c65ac413d9208e8a7e24fee3f62,2429,151,false,Martin Tzvetanov Grigorov,Qua 20-Nov-2013 14:27:44 +0200,1,2,32,36,68,-4,8,1,5420
9b40509320b809321b7970252669dc7f72e04b83,2692,39,false,Martin Tzvetanov Grigorov,Qua 12-Mar-2014 11:44:55 +0200,2,7,265,140,405,125,7,1,5531
9d726ae2f33d3988aa3bb26521717234e0d41deb,2538,94,false,Martin Tzvetanov Grigorov,Qui 16-Jan-2014 17:13:47 +0200,3,3,40,3,43,37,3,1,5288
9fdbd9f6a3e2843ab4839aefecdf107fd1e80dcf,266,339,true,svenmeier,Qui 16-Mai-2013 16:10:52 +0200,1,1,7,4,11,3,2,1,5191
a09ae7699447e005d850fc1195581985a1ef3ed5,2613,59,false,Martin Tzvetanov Grigorov,Qui 20-Fev-2014 17:46:31 +0200,2,2,14,3,17,11,3,1,831
a17d0fda292791807e0814cb9f5615e0562ef680,134,208,true,Emond Papegaaij,Ter 24-Set-2013 15:34:36 +0200,3,6,21,46,67,-25,8,1,5366
a1f862629c223b675a31c4ba9fb7e07c27279090,2522,97,true,Martin Tzvetanov Grigorov,Seg 13-Jan-2014 15:52:17 +0200,6,8,40,12,52,28,9,3,5070:5068:5001
a2349c2c59d2d028a155530fbdc9992fa5956478,2351,215,false,Martin Tzvetanov Grigorov,Ter 17-Set-2013 11:11:05 +0300,1,1,2,5,7,-3,3,1,0
a289b3458940aa6d478ad0ffd862da70889c11ee,2554,80,false,Martin Tzvetanov Grigorov,Qui 30-Jan-2014 09:19:37 +0100,1,1,1,1,2,0,1,1,0
a2f848f250401fdcb5a0687a72ff856bdd196df8,2102,342,true,Martin Tzvetanov Grigorov,Seg 13-Mai-2013 17:02:06 +0300,1,2,79,10,89,69,4,1,5071
a382917f7f5b502d72277de9a29b3fcca67209ca,337,128,true,svenmeier,Sex 13-Dez-2013 13:13:51 +0100,1,3,15,1,16,14,3,1,5442
a391ff3fe2cf3bbd9aa9afa7b2810df2b0b47d28,2527,95,false,Martin Tzvetanov Grigorov,Qua 15-Jan-2014 10:10:27 +0200,2,2,7,4,11,3,2,1,5471
a3a5a40fcea53384554d7a8ada08ef7bb021bf1d,343,104,true,svenmeier,Seg 06-Jan-2014 15:50:06 +0100,2,4,136,9,145,127,4,1,5460
a49ff764b7587662c95038fdac5b09548aefbcfa,2543,93,false,Martin Tzvetanov Grigorov,Sex 17-Jan-2014 14:06:18 +0200,4,4,11,47,58,-36,7,1,4744
a4a3a9a6517a8305d1b9c3d327a6cca349c8b338,330,164,true,svenmeier,Qui 07-Nov-2013 13:27:36 +0100,2,2,30,5,35,25,4,1,4988
a4bf277c9249a875d392ac1627ea0829d8a07972,2267,293,true,Martin Tzvetanov Grigorov,Seg 01-Jul-2013 10:13:35 +0300,1,1,1,0,1,1,1,1,5260
a53591f030b87b5d1552e567226705020dee2a62,2524,96,true,Martin Tzvetanov Grigorov,Ter 14-Jan-2014 11:36:22 +0200,1,4,70,12,82,58,10,1,4441
a5b34d75fa82d7d522ff8516f4cbb3082d9ed587,2417,159,false,Martin Tzvetanov Grigorov,Ter 12-Nov-2013 17:53:58 +0200,6,7,68,176,244,-108,18,1,5410
a60ef4f9e00059029a4753ea06b30b9c61c055f9,347,92,false,svenmeier,Sáb 18-Jan-2014 16:25:52 +0100,1,3,14,10,24,4,6,1,5475
a72165363000a23ae280fc6544648670f865a4e5,2064,354,false,Martin Tzvetanov Grigorov,Qua 01-Mai-2013 10:59:50 +0200,1,1,27,10,37,17,4,1,5167
a76a478911fc213d9ec979f0e719bd80a936a420,2086,353,false,Martin Tzvetanov Grigorov,Qui 02-Mai-2013 21:09:52 +0200,2,8,50,29,79,21,16,1,5174
a93748195009a096c7b2e09292ca67b669d7e4a4,2143,326,false,Martin Tzvetanov Grigorov,Qua 29-Mai-2013 09:17:03 +0300,2,2,5,12,17,-7,5,1,0
a9e56e1e8d75ac87a5db4a55dadb52de7d90f770,122,296,true,Emond Papegaaij,Sex 28-Jun-2013 18:03:26 +0200,1,2,29,3,32,26,3,1,5259
aa6b8729d13a6074eb20be539ee8b661b2df19ee,2103,342,true,Martin Tzvetanov Grigorov,Seg 13-Mai-2013 17:07:25 +0300,1,1,3,2,5,1,2,1,5071
abb316cea0a31edea61a25ea4c192507d5c7b390,2605,61,false,Martin Tzvetanov Grigorov,Ter 18-Fev-2014 16:19:54 +0200,3,3,21,18,39,3,8,1,0
abdcf847326aa04a34883df2f7a1024a64378e81,2091,352,false,Martin Tzvetanov Grigorov,Sex 03-Mai-2013 10:21:27 +0200,1,5,90,216,306,-126,10,1,4858
abe3beb18c2b2c595d4e86b970c0a9a774cd1acc,2284,282,false,Martin Tzvetanov Grigorov,Sex 12-Jul-2013 15:45:36 +0300,1,1,1,1,2,0,1,1,0
ac6688794a0d74a8787814370ee803c3b0efbaaf,2727,27,false,Martin Tzvetanov Grigorov,Seg 24-Mar-2014 10:33:49 +0100,1,1,2,13,15,-11,1,1,0
acb4360abb8398d39f36f6f94b1711a98f072fbc,2605,61,false,Martin Tzvetanov Grigorov,Ter 18-Fev-2014 15:23:55 +0200,2,4,28,36,64,-8,12,1,0
ae7ce56448d69e43bc0b65a698d15ea09f308eab,271,329,false,svenmeier,Sáb 25-Mai-2013 23:18:50 +0200,1,13,64,159,223,-95,27,1,5206
af05b3d68ca8b8021db8e205d39557782eb68a7b,2859,104,true,Igor Vaynberg,Seg 06-Jan-2014 10:26:46 -0800,1,1,3,3,6,0,1,1,5462
af6e5eda6337c85d2de13e54a45ac29309b9eb07,2288,271,false,Martin Tzvetanov Grigorov,Ter 23-Jul-2013 12:31:12 +0300,1,1,3,3,6,0,3,1,5277
af899fcb44e50b6f8b8bab3391cac8c6e820a444,2092,352,false,Martin Tzvetanov Grigorov,Sex 03-Mai-2013 15:16:06 +0200,3,9,40,21,61,19,16,1,5124
b011396f6fc26805ec06d1e5f48cb46392918bcb,2723,27,false,Martin Tzvetanov Grigorov,Seg 24-Mar-2014 09:29:27 +0100,8,21,163,116,279,47,75,1,663
b02409742d444dc27601bdd3f001b6e2ac906a1c,2289,271,false,Martin Tzvetanov Grigorov,Ter 23-Jul-2013 12:34:50 +0300,1,1,3,3,6,0,3,1,0
b0dea0e69965dfcbc4b8a6a786c7c6bee06c36a3,2605,61,false,Martin Tzvetanov Grigorov,Ter 18-Fev-2014 14:49:03 +0200,1,1,2,1,3,1,1,1,0
b265829c9ef1de0e1840567c95bb3fca9a962fcf,2605,61,false,Martin Tzvetanov Grigorov,Ter 18-Fev-2014 15:06:38 +0200,1,1,14,10,24,4,7,1,0
b2d13b27676e332dede4004fdcff7df313f2e9de,2417,159,false,Martin Tzvetanov Grigorov,Ter 12-Nov-2013 18:10:47 +0200,9,16,267,531,798,-264,52,1,5410
b2f0cafc4f9508131fea0edd72eee2f4fec5ad9e,2692,39,false,Martin Tzvetanov Grigorov,Qua 12-Mar-2014 11:27:54 +0200,1,1,1,1,2,0,1,1,0
b30b7a2e18db00752b7d043e77d1be1599fee4e9,2720,33,false,Martin Tzvetanov Grigorov,Ter 18-Mar-2014 17:59:16 +0200,1,1,1,1,2,0,1,1,0
b3e922c76e6705c46f84dc4d8258ba3906379a4b,2866,58,false,Igor Vaynberg,Sex 21-Fev-2014 07:25:34 -0800,1,1,4,3,7,1,2,1,3335
b4a864b0963303d7338a716355ae4401f8f4d122,2422,158,false,Martin Tzvetanov Grigorov,Qua 13-Nov-2013 10:17:12 +0200,4,8,87,205,292,-118,23,1,5410
b4b451b8676a3e623d71567387fbfe590d1f0868,287,296,false,svenmeier,Sex 28-Jun-2013 12:26:08 +0200,7,10,80,50,130,30,17,1,5257
b54c663d01e37c51b6e773033705ab50d0a3fa77,2860,69,false,Igor Vaynberg,Seg 10-Fev-2014 00:25:13 -0800,6,14,2074,27,2101,2047,33,1,3335
b5cb9887fecad4815849eca22441521ee35669e1,2176,310,true,Martin Tzvetanov Grigorov,Sex 14-Jun-2013 16:33:17 +0300,2,4,54,12,66,42,5,1,5071
b5e4574b1b135249dee7860e1f52b2a2af34b641,2412,159,false,Martin Tzvetanov Grigorov,Ter 12-Nov-2013 11:18:39 +0200,4,8,80,194,274,-114,19,1,5410
b61fe92cbc0b8a508b1d558d940b23d29e8fc878,2212,305,true,Martin Tzvetanov Grigorov,Qua 19-Jun-2013 11:26:11 +0200,1,2,67,4,71,63,4,1,5237
b6db8d97761bcc640d2e03500ffd283c833c21db,2652,53,false,Martin Tzvetanov Grigorov,Qua 26-Fev-2014 11:41:50 +0200,1,1,4,4,8,0,1,1,0
b8397d9d424535100d8bcf52ee67854b4884ac35,2400,173,false,Martin Tzvetanov Grigorov,Ter 29-Out-2013 15:08:49 +0200,1,1,2,1,3,1,2,1,5395
b83f743b9d34b06bd24d14cabf48d7fc4c246c00,2297,265,false,Martin Tzvetanov Grigorov,Seg 29-Jul-2013 11:19:33 +0200,3,10,137,21,158,116,12,1,5286
b891bb8ddff1fcd16b3deb1044f9753bd878ce36,9,570,false,Michael Mosmann,Qui 27-Set-2012 00:32:03 +0200,1,1,82,39,121,43,2,1,0
b9ddb88862f15be28dd0a74869489a804e4cda43,2860,64,false,Igor Vaynberg,Sex 14-Fev-2014 21:38:34 -0800,2,4,240,189,429,51,6,1,3335
bb315ba8414fd0192d0524126b9355165e28355b,2502,114,false,Martin Tzvetanov Grigorov,Sex 27-Dez-2013 11:09:56 +0200,1,1,1,1,2,0,1,1,5456
bc2fa6a05f531c21c677cbf839cfbf8815e9a1b1,2090,352,false,Martin Tzvetanov Grigorov,Sex 03-Mai-2013 09:27:33 +0200,1,2,27,2,29,25,3,1,5177
bd9bcd34d7356757fcd24a1f1a9f0520f1ea7b3f,2306,262,true,Martin Tzvetanov Grigorov,Qui 01-Ago-2013 09:16:33 +0200,1,1,15,12,27,3,1,1,5294
bdbc86afd33a1ea0db5a98039067a7f6a9130f83,2705,38,false,Martin Tzvetanov Grigorov,Qui 13-Mar-2014 15:38:07 +0200,1,1,46,13,59,33,5,1,5531
bf43914fd7f0ed5ff57a56a82420cda76d3cbaee,132,244,true,Emond Papegaaij,Seg 19-Ago-2013 11:07:41 +0200,2,3,25,24,49,1,13,1,4997
bfcd615e89241fa6a12886d86180cb74fb15a3c9,2249,298,false,Martin Tzvetanov Grigorov,Qua 26-Jun-2013 11:44:58 +0300,1,1,14,14,28,0,14,1,0
c1a28ab497a575e744e7257dfade862ea85fd7a3,2224,303,false,Martin Tzvetanov Grigorov,Sex 21-Jun-2013 15:38:54 +0200,1,1,1,1,2,0,1,1,0
c1c1f79408052235339c8696a8c3564caac8a111,346,96,true,svenmeier,Ter 14-Jan-2014 16:59:42 +0100,1,2,74,48,122,26,3,1,5466
c1c43497f5d0081b13bd744fa46e2bc0313bb493,274,317,false,svenmeier,Sex 07-Jun-2013 11:30:48 +0200,1,1,1,1,2,0,1,1,5219
c2b49a6cb0748664119c2279e5556d3874ced59b,2526,95,true,Martin Tzvetanov Grigorov,Ter 14-Jan-2014 23:22:05 +0200,2,2,6,2,8,4,2,1,5472
c2e12216f38b4bd0517aff239f67e9925ac5a106,354,53,true,svenmeier,Ter 25-Fev-2014 23:20:02 +0100,1,2,226,12,238,214,3,1,5518
c38c022ce461ec37fb92e7f922fe7b47fbda6017,2513,100,false,Martin Tzvetanov Grigorov,Sex 10-Jan-2014 13:30:44 +0200,1,1,1,1,2,0,1,1,0
c3ba7c89eadf87d6cb309a297af727c88c0e3b65,306,229,false,svenmeier,Ter 03-Set-2013 10:12:23 +0200,2,4,4,44,48,-40,6,1,0
c673ebbe1bacfda8904a1c315babfe5e3050ffcf,2411,159,false,Martin Tzvetanov Grigorov,Ter 12-Nov-2013 11:06:54 +0200,8,9,90,208,298,-118,30,1,5410
c78379f4ba3fdd58c574a610db3e85e616860d10,2599,61,false,Martin Tzvetanov Grigorov,Ter 18-Fev-2014 10:13:20 +0200,1,1,55,31,86,24,13,1,5508
c7f67aa0b3097bb91cc82fd91dcc45a74b56e6e8,2292,265,false,Martin Tzvetanov Grigorov,Seg 29-Jul-2013 10:31:21 +0200,1,4,102,1,103,101,8,1,5289
c876e56f04589ce8c6e73b608a1defb0cfd04c23,132,208,true,Emond Papegaaij,Ter 24-Set-2013 15:20:35 +0200,4,13,93,235,328,-142,23,1,5366
cc5d56a504cb6603afacd7f7d37ae971d996e971,2869,55,false,Igor Vaynberg,Seg 24-Fev-2014 11:09:39 -0800,3,3,3,3,6,0,3,1,0
ce3b837e8c185ce5926e0adfe3f5e314ca1acaa2,2742,3,false,Martin Tzvetanov Grigorov,Qui 17-Abr-2014 15:41:49 +0300,1,2,2,2,4,0,2,1,0
ce842bc47159f28181a8fd8582d1e0410a6664d1,127,265,true,Emond Papegaaij,Seg 29-Jul-2013 12:27:06 +0200,2,6,212,31,243,181,12,1,5291
cf2c3af7348dd9e8726656d66e77cccb27a5d47c,2224,303,false,Martin Tzvetanov Grigorov,Sex 21-Jun-2013 15:01:16 +0200,2,3,4,4,8,0,3,1,0
cfcabb579d71bf44af49b23711e6fdaebedcd698,2725,27,false,Martin Tzvetanov Grigorov,Seg 24-Mar-2014 09:56:42 +0100,1,1,2,5,7,-3,1,1,5531
d010f32f7011c4fe6f9d94d36814cc5395703826,344,103,false,svenmeier,Ter 07-Jan-2014 19:35:50 +0100,1,2,27,3,30,24,5,1,5463
d02b44902c94673d57f275e442c41a932e9ed9e7,281,311,false,svenmeier,Qui 13-Jun-2013 15:29:27 +0200,8,50,214,233,447,-19,57,1,4904
d0441059e0bba325f3f68a5db00282cc3901dc5a,2066,354,false,Martin Tzvetanov Grigorov,Qua 01-Mai-2013 12:00:18 +0200,3,4,86,161,247,-75,8,1,4817
d1770dc6a992103991fd8ecdc14c7919d39f9b2b,2519,97,false,Martin Tzvetanov Grigorov,Seg 13-Jan-2014 12:36:48 +0200,2,4,111,16,127,95,9,1,4994
d2493d38869387c6156d312e1b788efc0ced5850,2582,69,false,Martin Tzvetanov Grigorov,Seg 10-Fev-2014 15:17:13 +0200,1,2,12,3,15,9,2,1,3335
d2695345f52a9785e7338a1f6e823eec9dcc243d,2681,45,false,Martin Tzvetanov Grigorov,Qui 06-Mar-2014 16:11:47 +0200,1,1,3,3,6,0,3,1,0
d31415397199ecc71f8486124f02a6e983e23781,2715,33,true,Martin Tzvetanov Grigorov,Ter 18-Mar-2014 14:57:35 +0200,2,5,28,2,30,26,8,1,5284
d4a6c2e4a005a253c3f47526a76b1ce7b3a6ba4d,2661,45,false,Martin Tzvetanov Grigorov,Qui 06-Mar-2014 10:01:06 +0200,1,1,1,1,2,0,1,1,0
d4a7ba63e45c3b06b1008c6ae849e05994cffe4e,2724,27,false,Martin Tzvetanov Grigorov,Seg 24-Mar-2014 09:37:14 +0100,1,1,6,5,11,1,2,1,5538
d4d377449490f511eecbce085288137bc90da036,2455,136,true,Martin Tzvetanov Grigorov,Qui 05-Dez-2013 17:23:13 +0100,1,1,1,1,2,0,1,1,5437
d6e7ac80e54b0eb6c3cb8df9a3e437c745de327e,2283,283,true,Martin Tzvetanov Grigorov,Qui 11-Jul-2013 15:52:35 +0300,1,4,63,63,126,0,4,1,5250
d72990d4a24fdbaae34e14f4074d6145a9099fd3,2298,265,false,Martin Tzvetanov Grigorov,Seg 29-Jul-2013 11:58:00 +0200,2,8,13,13,26,0,9,1,5286
d7a75a0462d7fccdc437ddc84cbb49faa432e3b1,2742,6,true,Martin Tzvetanov Grigorov,Seg 14-Abr-2014 15:07:48 +0300,1,1,3,1,4,2,1,1,5558
d850e208ef1e9c3c1abf97b1e37f3a005d7512c4,2727,27,false,Martin Tzvetanov Grigorov,Seg 24-Mar-2014 19:53:02 +0100,1,1,2,2,4,0,2,1,5542
d86d9afa8fc5d21d0d5a1c70e0fcd780ace6e3e6,2584,68,true,Martin Tzvetanov Grigorov,Ter 11-Fev-2014 21:31:50 +0200,3,5,20,15,35,5,7,1,5499
da155503634ffa977779c8f6d7a848f750f18d39,2655,46,true,Martin Tzvetanov Grigorov,Qua 05-Mar-2014 11:55:19 +0200,1,1,2,1,3,1,1,1,5457
da481e4da86973c729e4e12a577ff6b6eeeb0526,2413,159,false,Martin Tzvetanov Grigorov,Ter 12-Nov-2013 11:31:58 +0200,6,9,128,187,315,-59,26,1,5410
da6b0a13f4fe1b84ad78a7b0c48467763da2a435,2454,136,false,Martin Tzvetanov Grigorov,Qui 05-Dez-2013 17:19:48 +0100,1,2,153,0,153,153,2,1,5436
da98a830ce75b94bd7885a759659d1bd7abcf193,2871,53,false,Igor Vaynberg,Ter 25-Fev-2014 14:54:50 -0800,1,1,8,1,9,7,1,1,3335
db59df519990ec25c07cbf8ad4d53a869d0465e7,2332,248,false,Martin Tzvetanov Grigorov,Qui 15-Ago-2013 11:22:36 +0300,1,1,2,2,4,0,1,1,0
db6827a5537fc89b06ff057dda4a16a1c15941bf,269,332,false,svenmeier,Qui 23-Mai-2013 16:16:20 +0200,1,1,6,6,12,0,1,1,5199
dc5fe23447f2e6583fff43c3320f6c3ffbcf499b,2480,124,false,Martin Tzvetanov Grigorov,Ter 17-Dez-2013 11:53:12 +0200,1,1,6,1,7,5,2,1,0
dccf89b5c0270602a36ac7dc9169c91f50d9eeae,2705,38,false,Martin Tzvetanov Grigorov,Qui 13-Mar-2014 15:37:03 +0200,1,1,17,16,33,1,9,1,5531
dd187fce1512871b2f2b5ed55a8fa20beb7edf23,2485,123,false,Martin Tzvetanov Grigorov,Qua 18-Dez-2013 10:40:41 +0200,1,1,3,5,8,-2,4,1,4905
ddd0d1368291ef828ac22fa58dcdac6d749cef6d,2357,209,false,Martin Tzvetanov Grigorov,Seg 23-Set-2013 13:46:16 +0200,1,1,2,1,3,1,2,1,0
de670c54f8ac3bb979ec9dab12c26365db35a685,2217,304,false,Martin Tzvetanov Grigorov,Qui 20-Jun-2013 09:19:57 +0200,1,1,1,1,2,0,1,1,0
dfa2ed5763fc8b17ab4fb351147bebabd1ebb0de,2254,298,false,Martin Tzvetanov Grigorov,Qua 26-Jun-2013 12:40:18 +0300,1,2,27,27,54,0,2,1,0
dfd30907f9b008b8dfc1521c4c24d4022963dd34,2497,122,false,Martin Tzvetanov Grigorov,Qui 19-Dez-2013 17:14:04 +0200,1,4,19,11,30,8,12,1,663
e01153f618e0038dd69b001e750ce13b90b30cfe,2500,121,false,Martin Tzvetanov Grigorov,Sex 20-Dez-2013 14:00:59 +0200,1,1,11,16,27,-5,4,1,0
e1a481616b195a926b0cce800c3c6e29c11d1207,2551,82,false,Martin Tzvetanov Grigorov,Ter 28-Jan-2014 09:17:51 +0100,1,3,150,0,150,150,4,1,0
e208c0b9f2d3f6023dde0e7d413eec2d9e5a2d8c,2667,45,false,Martin Tzvetanov Grigorov,Qui 06-Mar-2014 10:08:31 +0200,1,1,6,6,12,0,2,1,0
e278b051aed16e2056f87607f1530bca8cdaa83a,305,230,false,svenmeier,Seg 02-Set-2013 15:56:15 +0200,2,6,146,16,162,130,11,1,5331
e44c2850e1ae607136c13d3c78498738719390f6,2063,354,false,Martin Tzvetanov Grigorov,Qua 01-Mai-2013 10:40:53 +0200,2,2,10,5,15,5,5,1,5152
e47e61e28b704da9829edc9941c4c9fb6b2bf551,2717,33,false,Martin Tzvetanov Grigorov,Ter 18-Mar-2014 17:55:34 +0200,1,1,4,4,8,0,4,1,0
e48853d33717aa4a0f103fec6a8946999ccb8ec9,2668,45,false,Martin Tzvetanov Grigorov,Qui 06-Mar-2014 10:10:20 +0200,3,3,4,4,8,0,3,1,0
e6c24a19f0ada846445cbc9a3d87a0a37617db84,2327,255,true,Martin Tzvetanov Grigorov,Qui 08-Ago-2013 14:42:55 +0200,2,3,32,2,34,30,4,1,5287
e96dab0801ab21e96472206dacd8052d385a966e,2524,95,false,Martin Tzvetanov Grigorov,Ter 14-Jan-2014 23:13:37 +0200,2,2,5,1,6,4,2,1,5471
ea647dc9bb9be4a180d8e180f7be0448d7786afa,2141,326,true,Martin Tzvetanov Grigorov,Ter 28-Mai-2013 23:14:28 +0300,1,1,6,6,12,0,1,1,5182
eaa22123f6e169febff568d57cebf922dc08b7e4,2224,303,false,Martin Tzvetanov Grigorov,Sex 21-Jun-2013 15:44:39 +0200,3,3,5,5,10,0,5,1,0
eabc9bd4439295bdfd4a0236fdda2dd3557d1437,355,53,true,svenmeier,Qua 26-Fev-2014 10:04:27 +0100,1,1,8,14,22,-6,2,1,5518
eba961e585fd0fef9002a04588a96b68dc9035b5,2579,72,false,Martin Tzvetanov Grigorov,Sex 07-Fev-2014 09:56:54 +0100,3,6,68,35,103,33,42,1,5459
ebf7beeffa3a44c7926c731ee30c17d69a3b599f,2249,298,false,Martin Tzvetanov Grigorov,Qua 26-Jun-2013 10:38:39 +0300,1,1,3,3,6,0,3,1,0
ec4d40539354d9332aef886458f276df790cc500,2172,311,false,Martin Tzvetanov Grigorov,Qui 13-Jun-2013 15:05:21 +0300,8,50,233,214,447,19,57,1,4904
ec84bb57fbfadce914a1af79b1c47c3267de5d4b,2582,69,false,Martin Tzvetanov Grigorov,Seg 10-Fev-2014 16:16:59 +0200,3,3,112,12,124,100,19,1,3335
ec94dab7def8a45865ec0b9e667ae817e603c2c6,294,282,true,svenmeier,Sex 12-Jul-2013 12:58:15 +0200,1,1,1,1,2,0,1,1,5071
ecdb67a5f87ad5909262a0936cb74ebc6786b8fb,2081,353,false,Martin Tzvetanov Grigorov,Qui 02-Mai-2013 16:41:53 +0200,12,19,114,73,187,41,44,1,5124
ecdfc124453ca614178d33d0c119d4e71872cfef,352,87,true,svenmeier,Qui 23-Jan-2014 14:30:01 +0100,1,2,69,16,85,53,5,1,5484
ed64e166dcba6715eafcbb7ca460d2b87e84cffc,2606,61,false,Martin Tzvetanov Grigorov,Ter 18-Fev-2014 17:58:46 +0200,4,36,1882,1741,3623,141,133,1,4795
