287
degradation,revision,authorexpertise,daysbeforerelease,bug,packages,files,issues,insertions,deletions,churns,deltalines,hunks,hour,day
false,6cefb9f89975ace7fc90ec663c4d92ac9af14dfd,2406,160,true,4,5,1,14,18,32,-4,8,12,2
false,6e794ad060af7512a6f0e9a0d445037047aad0e1,2106,341,true,1,2,1,168,15,183,153,7,11,3
false,6ea806a2f393b830015b09b633da28e034a4b3ad,2355,209,false,1,1,1,1,1,2,0,1,13,2
false,6f0aac5246c7ec6bf9a814e1d771d59ce5d5ddbe,298,261,true,1,1,1,11,2,13,9,3,14,6
false,7006771da8b535ffed35154e258fb6fe9dc20485,2651,53,false,2,2,1,21,10,31,11,3,11,4
false,7054ccc08e29553da06b0d73dba5ff18e754a39b,2719,33,false,6,7,1,10,9,19,1,8,17,3
false,7193daa06a0d9125777bb8c1eab03bc10a6fc273,2245,299,false,1,1,1,1,1,2,0,1,15,3
false,725f0471bbc322ca6703ee910867f5244226bb64,2298,263,false,1,1,1,2,2,4,0,1,9,4
false,755539e84f927ed37f0cab3022e8f850e74ff23e,2415,159,false,4,8,1,60,113,173,-53,18,11,3
false,75dceed9a5e7e19d1f12ab37d7c63cd88d0f4ba9,348,91,true,1,1,1,16,1,17,15,1,0,1
false,77cee0a07e2b30c3aaa6229c51d2214ca087e412,2604,61,false,1,1,1,3,7,10,-4,3,11,3
false,788e7ed126b391359ca416c3f04ae69ea1e8c3a6,2204,306,false,1,1,1,1,1,2,0,1,16,3
false,79ba33817899b5921a1864da9fc39e5f5a97395b,2534,94,false,13,24,1,559,87,646,472,31,12,5
false,7c95d9380705b3023fdc85ca877a1b609b29d19b,2352,215,false,2,2,1,24,7,31,17,8,11,3
false,7e032d211feecf00b93f72fd0ee49c42abf08c61,2510,101,true,270,1963,1,96969,52442,149411,44527,4846,15,5
false,7e9abf192c69422ecef8f2be18ecc0db29587fa1,2376,205,false,3,3,1,3,3,6,0,3,9,6
false,7eda0dd200216bc9e595d55ea6f6eb7cbb68a30a,2112,340,true,1,1,1,1,1,2,0,1,11,4
false,7f8c6727941d51aa8d3ff8a84d37ba5bf110df92,2603,61,false,2,2,1,2,2,4,0,2,11,3
false,80d8f91e7716d78d82effe6f751e5bc7ab15b9fa,1,327,false,3,5,1,94,152,246,-58,39,16,3
false,813c022d75df4a6f551e76fb526376fc3809bc6f,2417,159,false,7,9,1,254,363,617,-109,28,12,3
false,81a7b75ec8ef9dc94aa4ef644dcbe094d846f2b2,2158,314,false,1,2,1,34,6,40,28,2,16,2
false,81f5647c1d60c0f9a643c341f99359c2cfbfb4ea,2108,341,false,1,1,1,10,3,13,7,2,14,3
false,823e571d5377afc56a7d9e6b9f0a6dd35f7aa22f,2321,256,false,1,3,1,31,0,31,31,6,14,4
false,825da3055e9792ae5b4b0e86f47a6b08c9e7ce0e,2573,73,true,1,4,1,54,3,57,51,4,11,5
false,82dd6ee8f6b0b181f383eac685c080caf3479d44,2417,159,false,5,7,1,82,146,228,-64,19,17,3
false,841e9a4ba13d449b301682d80c69ddc34652ea72,2330,251,false,2,2,1,2,2,4,0,2,16,2
false,87fa630f240fb3e5234477c2fcf60831610fe7d5,2428,156,true,1,6,1,853,3,856,850,7,16,6
