degradation,revision,authorexpertise,daysbeforerelease,bug,packages,files,issues,insertions,deletions,churns,deltalines,hunks,hour,day
2,80e6f9adf4ef7eaa273eee8818a4ffd7bb0c5d06,1081,7,false,2,3,1,75,47,122,28,6,18,3
2,80ed147652133ce222279f34e21f4b44e8a4a728,1069,20,false,1,1,1,1,1,2,0,1,7,4
2,81612f8e9bc02bdb1bac6f1d6bd4d221668bb559,854,0,true,1,1,1,3,0,3,3,2,10,2
2,81de2275e482c8954c85e67be0d2799b53ba6e6e,3558,0,false,1,2,1,13,35,48,-22,2,20,4
2,82b6e75b96c4cd3ae4b51039adcfd21bc83fa983,3616,6,true,1,2,1,5,5,10,0,3,14,2
2,8828d5327a6a7ddb71dcd0a66ca5f262b1a26e60,3536,4,false,1,2,1,19,8,27,11,7,23,5
2,8930cefab8640fa1bef3d1d49f93a23184b1bafe,1006,15,false,1,1,1,38,44,82,-6,2,13,4
2,8986245b47e738c004e9aa9bba56b8f973dd3dc4,3574,13,false,5,7,1,70,62,132,8,8,20,6
2,89a7cb8e710952e76a3a09b113fcb6ebe17acb12,3627,1,true,4,6,1,155,20,175,135,13,18,7
2,917132e28d928329e06f21e3ed0ad962610d5248,1179,12,false,1,1,1,5,26,31,-21,3,18,3
2,927e28cb20854827a769d4fa8e3f3d9b6814e607,3749,25,false,1,2,1,31,4,35,27,6,5,1
2,92cec8d2acdc08b75646e5e2c988183ca0841c17,950,1,false,1,1,1,33,29,62,4,2,9,5
2,96b0a949e102a5766abc5e12b3392b1bf3da7005,3696,8,false,6,8,1,61,38,99,23,26,14,2
2,9a88c50ffb1233a95d89b83d01d6c9673c8641e7,917,14,true,1,2,1,2,0,2,2,2,21,1
2,9b468bc2758ead86690f633ee071e396c482c489,1172,2,false,1,4,1,1099,1043,2142,56,36,12,3
2,9c8d980a74d7cf786aabaa233c692e247767aaac,3519,0,true,2,2,1,105,0,105,105,2,10,5
2,9c934116f2781af7a7e4d5647ba6cf45c4fed546,1133,21,false,1,1,1,86,2,88,84,10,11,4
2,9d8c4ded50702fdacb75a89e65471627095723ac,912,16,false,1,1,1,5,5,10,0,2,13,6
2,9fd35d09a26e1dd060baa9d307cd69f05d6f7ae6,927,3,false,1,1,1,5,1,6,4,1,12,5
2,9fd8bf329d6c5b8e0305e5b75ee43f1ea3b9ef93,963,37,false,2,2,1,31,5,36,26,10,21,6
2,a06295fe0ad72358f980d09feb8c971613793527,886,0,true,2,4,1,48,113,161,-65,23,9,5
2,a17d28605a9b6b8ef7eba3aae27df87404819cc5,1118,15,false,1,1,1,8,1,9,7,1,7,1
2,a2624a833e92a99d5ef50e30eea9743a873c0392,0,12,false,1,1,1,1,1,2,0,1,16,6
2,a383988cdb57e56e5211fdf592545fe67331ff6e,2,12,false,1,1,1,118,189,307,-71,11,15,3
2,a6541e40d4f773114a6a0503375a6564fc07e899,3753,24,false,1,2,1,62,7,69,55,11,11,2
2,a74149e9848fef73d909dd56843e0fbab23f877d,967,11,true,1,10,1,544,95,639,449,23,16,6
2,a89b17fa944504a00107d40ecf6043de197f34df,3551,0,false,1,2,1,46,42,88,4,6,14,3
2,a8d67b02825d6fbb1d145c7aaee8382f5f648035,3511,0,false,1,2,1,76,49,125,27,9,21,4
2,aa74f0000605ee2563f42c9434578579d2db21e6,1124,0,true,1,2,1,117,10,127,107,12,7,2
2,ac348956e3b4f435d662ac7c1303e7d4fd8d9111,1195,2,true,1,2,1,6,2,8,4,2,17,6
2,ad0c456209d31522a7729acba2264b432326c5b2,3566,0,true,3,3,1,18,5,23,13,6,18,5
2,ae904a1f56d80cb3f4ad160006c05319e73d173a,969,8,true,5,5,1,26,5,31,21,13,11,3
2,af499b5fb4862041962cba2e00670ad415130897,954,23,false,1,4,1,24,0,24,24,4,20,1
2,b00e2a19d326329be9a9fd789fc26cb8e5ff7889,1097,2,false,2,6,1,139,112,251,27,16,21,6
2,b00f8c63901369babae2009e48f6c4d12b9f4097,1018,18,false,1,2,1,21,2,23,19,2,20,7
2,b4fa8af0791b3a31a91ea8112175adf6493b834b,973,6,false,2,2,1,31,12,43,19,5,10,5
2,b53fa5dd709ec00546efc4d606d978b0c64edbf2,1009,12,false,1,1,1,9,6,15,3,1,17,7
2,b54937ab5051004faa6c04048d6bb0410e6dcb33,907,17,true,1,2,1,8,2,10,6,4,20,5
2,b627824b186212ce09e3ad81c2dbd1a6ac64e10a,1178,13,false,1,1,1,17,11,28,6,1,9,3
2,b65b4199dc8ce2032a6b20a2712caa6aa0c7d2f2,3591,14,false,1,1,1,15,18,33,-3,1,15,5
2,b8866aef330403353285486bbf5c0342b6c6a998,943,7,false,1,1,1,7,2,9,5,4,6,6
2,b889d3f559ce9cb8ed715ed6ad9721efa6614b42,1050,1,false,1,1,1,5,0,5,5,2,10,7
2,b934b6009c9e7d2ed6df400698d6e6e4b550291d,900,0,false,1,1,1,15,18,33,-3,2,20,4
2,ba3bc0c0205ed37f0541e43dd747ebcc103f8ed8,3589,20,false,1,2,1,24,17,41,7,4,17,6
2,bab227213ef30a414f3ec3db41c1a28646120a6c,3628,1,false,1,1,1,6,2,8,4,2,20,7
2,bc21443ea904ba37f46c1fb3b9ab99322e3bbb0d,3641,11,true,2,3,1,123,62,185,61,11,18,5
2,bcdb3e88d872c5c6c48de5d9d1953e489640a88a,1000,2,false,1,1,1,1,1,2,0,1,17,6
2,bcef796dc7cfa340ff1c26231ffbdf5eef397192,3531,4,false,10,23,1,408,560,968,-152,56,20,5
2,bdab831ba5deae6871bcb571d91207848b762744,3732,5,false,3,11,1,138,28,166,110,20,16,6
2,bdedde1294590039e5ab57196053103b2024ca9f,1101,33,false,5,12,1,384,26,410,358,41,12,4
2,bf2430d255956ff32307aea3a5e725ee2be16dc2,43,3,false,4,5,1,39,58,97,-19,8,11,7
2,bf5c928796712740ceba42384f0dfe4b45a94fb5,1153,4,false,1,1,1,14,1,15,13,1,20,6
2,c0936fc8e70ec17f9248b139947cd2e85c793b6f,985,14,true,1,2,1,227,7,234,220,3,15,1
2,c2dc993c424904d0717c0388cf2690c49155d2e7,1135,20,true,9,27,2,451,31,482,420,55,8,5
2,c538fd5098342b2d3e4278d6340e6eb0b91800e7,1098,1,false,2,4,1,4,4,8,0,4,20,7
2,c58f28dfdd4a75708d6ffa909d7d1ab1e6a3fadc,3744,25,true,11,52,2,3920,1088,5008,2832,97,2,1
2,c79a3cdefe4ced7f7effc94a6862a0d1d5af0dae,3555,0,true,2,3,1,125,82,207,43,8,19,4
2,c7b66545b4a4b4a903f4393e08b9ba9498c19fc5,3586,2,true,7,23,1,119,3,122,116,28,17,3
2,c9b7f1f1b570eab9eb6b61df0e94cd4dbcc5e2ec,3570,10,true,1,1,1,6,1,7,5,1,12,6
2,ca59c1201e2ee2abe0c1548b371dcd056cbe2b56,42,5,false,4,5,1,6,22,28,-16,8,9,6
2,caf91b9c0687bedab40ba06f596b0c2c2f1ae7e3,3563,6,false,1,2,1,115,1,116,114,2,14,3
2,cc9b9567b990ad3fa6cdf0bf42b7dd04fd0cb108,3513,0,false,1,1,1,23,10,33,13,7,21,4
2,ceaebd37edc2a2ee388d41b997c37e51f4d60d34,3618,6,true,1,2,1,29,0,29,29,7,15,2
2,cffbba94ee476b87a3932d2d5a975e55714657f9,871,5,true,2,3,1,17,43,60,-26,6,14,6
2,d2032254b7b29aca620223c672ffa244171898b5,3588,2,true,1,3,1,13,2,15,11,6,17,3
2,d2b8560a760ddd7298126dffeb06f3e3c521944c,1182,9,true,1,5,2,28,6,34,22,6,18,6
2,d4aa5b53d6410d543834f3d54841bd5eaf95dbee,3549,0,false,1,2,1,8,25,33,-17,4,13,3
2,d4f074186dcc86f258bc4af10b6d816bda9fee3b,1161,38,true,1,2,1,25,1,26,24,2,21,1
