# 1 Added members to the execution of scenario Entry point for DispatcherForwardTest.testContentCanBeReadViaInputStreamAfterForwardWithoutQuery
Name;Average;N
org.eclipse.jetty.util.Utf8StringBuilder(int);760.7;10
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpParser$CharState();594.8027397260262;730
org.eclipse.jetty.io.ByteArrayEndPoint.waitForOutput(long,java.util.concurrent.TimeUnit);2474856.6;10
org.eclipse.jetty.server.LocalConnector.getResponse(java.lang.String,boolean,long,java.util.concurrent.TimeUnit);9264971.3;10
org.eclipse.jetty.util.Utf8Appendable(java.lang.Appendable);1368.2;10
org.eclipse.jetty.util.ByteArrayOutputStream2.getCount();1017.8;20
org.eclipse.jetty.http.HttpField(org.eclipse.jetty.http.HttpHeader,java.lang.String,java.lang.String);711.4333333333333;30
org.eclipse.jetty.util.ByteArrayOutputStream2();609.5;10
org.eclipse.jetty.http.HttpParser.compliance();7043.3;10
org.eclipse.jetty.server.LocalConnector$LocalEndPoint.waitForResponse(boolean,long,java.util.concurrent.TimeUnit);5871157.0;10
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.messageComplete();691.0;10
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpTokens$EndOfContent();595.8;10
org.eclipse.jetty.http.HttpParser.takeString();1443.95;40
org.eclipse.jetty.http.HttpParser.setResponseStatus(int);716.1;10
org.eclipse.jetty.util.thread.Locker$Lock();592.4;10
org.eclipse.jetty.io.AbstractEndPoint.isOpen();9286.633333333333;30
org.eclipse.jetty.http.HttpParser.quickStart(java.nio.ByteBuffer);476831.6;10
org.eclipse.jetty.util.ArrayTrie.getBest(java.nio.ByteBuffer,int,int);21856.166666666668;30
org.eclipse.jetty.http.HttpParser.setState(org.eclipse.jetty.http.HttpParser.State);3483.0999999999995;160
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.parsedHeader(org.eclipse.jetty.http.HttpField);3865.5333333333333;30
org.eclipse.jetty.http.HttpParser(org.eclipse.jetty.http.HttpParser.ResponseHandler,int,org.eclipse.jetty.http.HttpCompliance);91999.3;10
# 21 Added members to the execution of scenario Entry point for DispatcherTest.testForwardToResourceHandler
Name;Average;N
Entry point for DispatcherTest.testForwardToResourceHandler;1.4718891E7;10
27
Name;Average;N
org.eclipse.jetty.servlet.Holder(org.eclipse.jetty.servlet.Source);20123.6;10
org.eclipse.jetty.http.pathmap.ServletPathSpec.assertValidServletPathSpec(java.lang.String);1547.6;20
org.eclipse.jetty.io.AbstractEndPoint.$SWITCH_TABLE$org$eclipse$jetty$io$AbstractEndPoint$State();1008.7246376811592;69
org.eclipse.jetty.io.AbstractEndPoint.isOpen();9615.632653061224;49
org.eclipse.jetty.servlet.Source.getOrigin();577.3;10
org.eclipse.jetty.http.pathmap.MappedResource(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);658.3;20
org.eclipse.jetty.servlet.ServletHolder(org.eclipse.jetty.servlet.Source);640.1;10
org.eclipse.jetty.http.pathmap.PathSpec();514.65;20
org.eclipse.jetty.io.AbstractEndPoint.onOpen();12798.2;10
org.eclipse.jetty.util.thread.Locker$Lock();659.0;10
org.eclipse.jetty.http.pathmap.ServletPathSpec(java.lang.String);11915.15;20
org.eclipse.jetty.http.pathmap.PathSpec.compareTo(org.eclipse.jetty.http.pathmap.PathSpec);1265.5;20
org.eclipse.jetty.util.thread.Locker$UnLock.close();9796.566666666668;30
org.eclipse.jetty.servlet.BaseHolder(org.eclipse.jetty.servlet.Source);608.3;10
org.eclipse.jetty.http.pathmap.PathMappings.put(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);122159.6;20
org.eclipse.jetty.io.AbstractEndPoint(org.eclipse.jetty.util.thread.Scheduler);735258.6999999998;10
org.eclipse.jetty.io.AbstractEndPoint.close();15362.9;10
org.eclipse.jetty.http.pathmap.PathMappings();84053.2;10
org.eclipse.jetty.servlet.ServletHandler.newServletHolder(org.eclipse.jetty.servlet.Source);70398.0;10
org.eclipse.jetty.servlet.Holder.$SWITCH_TABLE$org$eclipse$jetty$servlet$Source$Origin();769.6;10
org.eclipse.jetty.servlet.ServletMapping(org.eclipse.jetty.servlet.Source);710.9;10
org.eclipse.jetty.http.pathmap.PathSpec.getPrefix();624.5;10
org.eclipse.jetty.io.AbstractEndPoint.close(java.lang.Throwable);8472.8;10
org.eclipse.jetty.http.pathmap.PathMappings.$SWITCH_TABLE$org$eclipse$jetty$http$pathmap$PathSpecGroup();577.45;20
org.eclipse.jetty.util.thread.Locker$UnLock(org.eclipse.jetty.util.thread.Locker);662.3;10
org.eclipse.jetty.http.pathmap.MappedResource.compareTo(org.eclipse.jetty.http.pathmap.MappedResource);9839.8;20
org.eclipse.jetty.io.AbstractEndPoint.isOutputShutdown();8057.4;10
# 22 Added members to the execution of scenario Entry point for ServletContextResourcesTest.testGetResourceAsStream_Root
Name;Average;N
Entry point for ServletContextResourcesTest.testGetResourceAsStream_Root;2.341698404E8;10
30
Name;Average;N
org.eclipse.jetty.util.thread.Locker$Lock();497.2;10
org.eclipse.jetty.servlet.Source.getOrigin();558.0;10
org.eclipse.jetty.io.AbstractEndPoint$State(java.lang.String,int);728.1333333333333;60
org.eclipse.jetty.http.pathmap.PathSpec();467.25;20
org.eclipse.jetty.util.ArrayTernaryTrie.put(java.lang.String,java.lang.Object);2160.0;10
org.eclipse.jetty.io.AbstractEndPoint.isOpen();52917.44;50
org.eclipse.jetty.io.AbstractEndPoint.onOpen();27718.0;10
org.eclipse.jetty.servlet.ServletHandler.newServletHolder(org.eclipse.jetty.servlet.Source);872543.4;10
org.eclipse.jetty.servlet.BaseHolder(org.eclipse.jetty.servlet.Source);534.0;10
org.eclipse.jetty.io.AbstractEndPoint.close(java.lang.Throwable);40637.8;10
org.eclipse.jetty.http.pathmap.PathSpec.getPrefix();4286.1;10
org.eclipse.jetty.http.pathmap.PathMappings.$SWITCH_TABLE$org$eclipse$jetty$http$pathmap$PathSpecGroup();644.3;20
org.eclipse.jetty.servlet.Holder(org.eclipse.jetty.servlet.Source);381341.9;10
org.eclipse.jetty.http.pathmap.ServletPathSpec(java.lang.String);91904.15;20
org.eclipse.jetty.io.AbstractEndPoint.close();122984.7;10
org.eclipse.jetty.http.pathmap.MappedResource.compareTo(org.eclipse.jetty.http.pathmap.MappedResource);36879.7;20
org.eclipse.jetty.servlet.Holder.$SWITCH_TABLE$org$eclipse$jetty$servlet$Source$Origin();574.2;10
org.eclipse.jetty.io.AbstractEndPoint(org.eclipse.jetty.util.thread.Scheduler);1.10498226E7;10
org.eclipse.jetty.util.thread.Locker$UnLock.close();36176.63333333333;30
org.eclipse.jetty.io.AbstractEndPoint.$SWITCH_TABLE$org$eclipse$jetty$io$AbstractEndPoint$State();12237.485714285714;70
org.eclipse.jetty.http.pathmap.MappedResource(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);513.05;20
org.eclipse.jetty.http.pathmap.PathMappings();364903.8;10
org.eclipse.jetty.servlet.ServletHolder(org.eclipse.jetty.servlet.Source);662.4;10
org.eclipse.jetty.io.AbstractEndPoint.isOutputShutdown();42976.9;10
org.eclipse.jetty.http.pathmap.PathMappings.put(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);435955.5;20
org.eclipse.jetty.servlet.ServletMapping(org.eclipse.jetty.servlet.Source);477.2;10
org.eclipse.jetty.io.AbstractEndPoint$State.values();9838.6;10
org.eclipse.jetty.util.thread.Locker$UnLock(org.eclipse.jetty.util.thread.Locker);571.2;10
org.eclipse.jetty.http.pathmap.ServletPathSpec.assertValidServletPathSpec(java.lang.String);2944.05;20
org.eclipse.jetty.http.pathmap.PathSpec.compareTo(org.eclipse.jetty.http.pathmap.PathSpec);2913.85;20
# 23 Added members to the execution of scenario Entry point for DispatcherTest.testIncludeToResourceHandler
Name;Average;N
Entry point for DispatcherTest.testIncludeToResourceHandler;3.69141355E7;10
27
Name;Average;N
org.eclipse.jetty.io.AbstractEndPoint.isOutputShutdown();8590.1;10
org.eclipse.jetty.http.pathmap.PathMappings();111138.4;10
org.eclipse.jetty.servlet.Holder.$SWITCH_TABLE$org$eclipse$jetty$servlet$Source$Origin();951.7;10
org.eclipse.jetty.http.pathmap.PathSpec();372.05;20
org.eclipse.jetty.http.pathmap.ServletPathSpec.assertValidServletPathSpec(java.lang.String);1331.95;20
org.eclipse.jetty.http.pathmap.PathSpec.getPrefix();538.9;10
org.eclipse.jetty.io.AbstractEndPoint.isOpen();16919.260000000002;50
org.eclipse.jetty.servlet.ServletHandler.newServletHolder(org.eclipse.jetty.servlet.Source);117084.3;10
org.eclipse.jetty.servlet.BaseHolder(org.eclipse.jetty.servlet.Source);658.1;10
org.eclipse.jetty.servlet.Holder(org.eclipse.jetty.servlet.Source);28588.0;10
org.eclipse.jetty.util.thread.Locker$UnLock.close();14059.033333333333;30
org.eclipse.jetty.io.AbstractEndPoint(org.eclipse.jetty.util.thread.Scheduler);53772.0;10
org.eclipse.jetty.io.AbstractEndPoint.onOpen();17501.7;10
org.eclipse.jetty.http.pathmap.PathMappings.put(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);159642.25;20
org.eclipse.jetty.util.thread.Locker$Lock();528.4;10
org.eclipse.jetty.io.AbstractEndPoint.$SWITCH_TABLE$org$eclipse$jetty$io$AbstractEndPoint$State();699.8285714285714;70
org.eclipse.jetty.servlet.Source.getOrigin();702.2;10
org.eclipse.jetty.io.AbstractEndPoint.close(java.lang.Throwable);7591.2;10
org.eclipse.jetty.http.pathmap.PathMappings.$SWITCH_TABLE$org$eclipse$jetty$http$pathmap$PathSpecGroup();528.3;20
org.eclipse.jetty.servlet.ServletMapping(org.eclipse.jetty.servlet.Source);684.5;10
org.eclipse.jetty.http.pathmap.MappedResource.compareTo(org.eclipse.jetty.http.pathmap.MappedResource);12445.1;20
org.eclipse.jetty.http.pathmap.MappedResource(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);535.9;20
org.eclipse.jetty.servlet.ServletHolder(org.eclipse.jetty.servlet.Source);676.5;10
org.eclipse.jetty.io.AbstractEndPoint.close();15863.5;10
org.eclipse.jetty.util.thread.Locker$UnLock(org.eclipse.jetty.util.thread.Locker);586.4;10
org.eclipse.jetty.http.pathmap.ServletPathSpec(java.lang.String);22207.05;20
org.eclipse.jetty.http.pathmap.PathSpec.compareTo(org.eclipse.jetty.http.pathmap.PathSpec);1101.55;20
# 24 Added members to the execution of scenario Entry point for AsyncServletTest.testStartDispatchEncodedPath
Name;Average;N
Entry point for AsyncServletTest.testStartDispatchEncodedPath;3.89480994E7;10
0
# 25 Added members to the execution of scenario Entry point for DispatcherTest.testServletForwardDotDot
Name;Average;N
Entry point for DispatcherTest.testServletForwardDotDot;2.468387951E8;10
29
Name;Average;N
org.eclipse.jetty.http.pathmap.PathSpec.compareTo(org.eclipse.jetty.http.pathmap.PathSpec);1983.52;50
org.eclipse.jetty.http.pathmap.ServletPathSpec(java.lang.String);54857.38;50
org.eclipse.jetty.http.pathmap.PathSpec();391.02;50
org.eclipse.jetty.http.pathmap.PathSpec.getPrefix();2732.233333333333;30
org.eclipse.jetty.servlet.ServletMapping(org.eclipse.jetty.servlet.Source);508.25;20
org.eclipse.jetty.servlet.ServletHolder(org.eclipse.jetty.servlet.Source);579.2;20
org.eclipse.jetty.io.AbstractEndPoint$State.values();8536.4;10
org.eclipse.jetty.http.pathmap.ServletPathSpec.assertValidServletPathSpec(java.lang.String);1796.62;50
org.eclipse.jetty.io.AbstractEndPoint.isOpen();48454.520000000004;50
org.eclipse.jetty.io.AbstractEndPoint(org.eclipse.jetty.util.thread.Scheduler);1.09300544E7;10
org.eclipse.jetty.http.pathmap.PathMappings();269395.75;20
org.eclipse.jetty.io.AbstractEndPoint.close(java.lang.Throwable);20775.0;10
org.eclipse.jetty.util.thread.Locker$UnLock.close();26616.266666666666;30
org.eclipse.jetty.util.thread.Locker$UnLock(org.eclipse.jetty.util.thread.Locker);587.9;10
org.eclipse.jetty.util.thread.Locker$Lock();543.4;10
org.eclipse.jetty.io.AbstractEndPoint.onOpen();31530.5;10
org.eclipse.jetty.servlet.ServletHandler.newServletHolder(org.eclipse.jetty.servlet.Source);503457.3;20
org.eclipse.jetty.servlet.Holder.$SWITCH_TABLE$org$eclipse$jetty$servlet$Source$Origin();689.75;20
org.eclipse.jetty.io.AbstractEndPoint.$SWITCH_TABLE$org$eclipse$jetty$io$AbstractEndPoint$State();11494.914285714285;70
org.eclipse.jetty.http.pathmap.PathMappings.put(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);395932.16000000003;50
org.eclipse.jetty.http.pathmap.MappedResource(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);427.44;50
org.eclipse.jetty.http.pathmap.MappedResource.compareTo(org.eclipse.jetty.http.pathmap.MappedResource);27811.54;50
org.eclipse.jetty.io.AbstractEndPoint.isOutputShutdown();24819.7;10
org.eclipse.jetty.io.AbstractEndPoint.close();87185.5;10
org.eclipse.jetty.servlet.Holder(org.eclipse.jetty.servlet.Source);218350.8;20
org.eclipse.jetty.http.pathmap.PathMappings.$SWITCH_TABLE$org$eclipse$jetty$http$pathmap$PathSpecGroup();401.18;50
org.eclipse.jetty.servlet.Source.getOrigin();547.75;20
org.eclipse.jetty.io.AbstractEndPoint$State(java.lang.String,int);736.6333333333334;60
org.eclipse.jetty.servlet.BaseHolder(org.eclipse.jetty.servlet.Source);432.4;20
# 26 Added members to the execution of scenario Entry point for AsyncContextListenersTest.testAsyncDispatchAsyncCompletePreservesListener
Name;Average;N
Entry point for AsyncContextListenersTest.testAsyncDispatchAsyncCompletePreservesListener;7.002773777E8;10
44
Name;Average;N
org.eclipse.jetty.servlet.Holder(org.eclipse.jetty.servlet.Source);198191.05;20
org.eclipse.jetty.http.pathmap.PathMappings.$SWITCH_TABLE$org$eclipse$jetty$http$pathmap$PathSpecGroup();22923.033333333333;30
org.eclipse.jetty.servlet.ServletHandler.newServletHolder(org.eclipse.jetty.servlet.Source);57920.2;10
org.eclipse.jetty.http.pathmap.ServletPathSpec.assertValidServletPathSpec(java.lang.String);4850.066666666667;30
org.eclipse.jetty.servlet.BaseHolder(org.eclipse.jetty.servlet.Source);2050.9;20
org.eclipse.jetty.http.pathmap.PathSpecGroup.values();8939.7;10
org.eclipse.jetty.server.Server.setErrorHandler(org.eclipse.jetty.server.handler.ErrorHandler);428463.7;10
org.eclipse.jetty.servlet.Source$Origin.values();8818.9;10
org.eclipse.jetty.http.pathmap.MappedResource.compareTo(org.eclipse.jetty.http.pathmap.MappedResource);19250.033333333333;30
org.eclipse.jetty.servlet.ServletHandler.isFilterChainsCached();3036.8;10
org.eclipse.jetty.util.thread.Locker$UnLock(org.eclipse.jetty.util.thread.Locker);658.3;70
org.eclipse.jetty.util.thread.strategy.ExecuteProduceConsume(org.eclipse.jetty.util.thread.ExecutionStrategy.Producer,java.util.concurrent.Executor,org.eclipse.jetty.util.thread.Invocable.InvocationType);607358.2;20
org.eclipse.jetty.io.ManagedSelector$LowPriorityProduceExecuteConsume(org.eclipse.jetty.io.ManagedSelector.SelectorProducer,java.util.concurrent.Executor,org.eclipse.jetty.io.ManagedSelector.LowPriorityProduceExecuteConsume);1532.55;20
org.eclipse.jetty.util.thread.strategy.ProduceExecuteConsume$State(java.lang.String,int);1319.1;30
org.eclipse.jetty.servlet.Source.getOrigin();1730.8;20
org.eclipse.jetty.servlet.Holder.$SWITCH_TABLE$org$eclipse$jetty$servlet$Source$Origin();36589.8;20
org.eclipse.jetty.io.SelectorManager.newSelector();772791.45;20
org.eclipse.jetty.util.component.ContainerLifeCycle.updateBean(java.lang.Object,java.lang.Object);168313.9;10
org.eclipse.jetty.http.pathmap.ServletPathSpec(java.lang.String);217628.9;30
org.eclipse.jetty.servlet.Source$Origin(java.lang.String,int);1081.05;40
org.eclipse.jetty.servlet.Source(org.eclipse.jetty.servlet.Source.Origin,java.lang.String);2685.5;20
org.eclipse.jetty.http.pathmap.PathMappings();344462.3;20
org.eclipse.jetty.util.Loader.loadClass(java.lang.String);2240737.4;10
org.eclipse.jetty.server.handler.ErrorHandler();7853.4;10
org.eclipse.jetty.servlet.ServletHandler.isEnsureDefaultServlet();2897.8;10
org.eclipse.jetty.util.thread.Invocable$InvocationType(java.lang.String,int);1410.7;30
org.eclipse.jetty.util.thread.Locker$Lock();746.0;80
org.eclipse.jetty.util.thread.strategy.ProduceExecuteConsume(org.eclipse.jetty.util.thread.ExecutionStrategy.Producer,java.util.concurrent.Executor,org.eclipse.jetty.util.thread.Invocable.InvocationType);430253.05;20
org.eclipse.jetty.http.pathmap.PathSpec.compareTo(org.eclipse.jetty.http.pathmap.PathSpec);5815.733333333334;30
org.eclipse.jetty.http.pathmap.PathSpec();1128.3333333333333;30
org.eclipse.jetty.util.thread.strategy.ExecutingExecutionStrategy(java.util.concurrent.Executor,org.eclipse.jetty.util.thread.Invocable.InvocationType);1602.925;40
org.eclipse.jetty.http.pathmap.PathMappings.put(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);419591.86666666664;30
org.eclipse.jetty.servlet.ServletHolder(org.eclipse.jetty.servlet.Source);3957.5;20
org.eclipse.jetty.util.Loader.getResource(java.lang.String);155922.0;20
org.eclipse.jetty.util.thread.strategy.ExecuteProduceConsume$RunProduce(org.eclipse.jetty.util.thread.strategy.ExecuteProduceConsume,org.eclipse.jetty.util.thread.strategy.ExecuteProduceConsume.RunProduce);3368.45;20
org.eclipse.jetty.util.thread.strategy.ExecuteProduceConsume$RunProduce(org.eclipse.jetty.util.thread.strategy.ExecuteProduceConsume);1631.7;20
org.eclipse.jetty.http.pathmap.PathSpec.getPrefix();2170.7;20
org.eclipse.jetty.util.URIUtil.encodePath(java.lang.String);42307.5;10
org.eclipse.jetty.io.ManagedSelector$LowPriorityProduceExecuteConsume(org.eclipse.jetty.io.ManagedSelector.SelectorProducer,java.util.concurrent.Executor);1501.15;20
org.eclipse.jetty.http.pathmap.PathSpecGroup(java.lang.String,int);819.8166666666667;60
org.eclipse.jetty.http.pathmap.MappedResource(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);1809.1333333333334;30
org.eclipse.jetty.servlet.ServletMapping(org.eclipse.jetty.servlet.Source);2245.8;20
org.eclipse.jetty.util.URIUtil.encodePath(java.lang.StringBuilder,java.lang.String,int);5567.4;10
org.eclipse.jetty.io.ManagedSelector(org.eclipse.jetty.io.SelectorManager,int);6972668.6;20
# 27 Added members to the execution of scenario Entry point for AsyncServletTest.testStartOnTimeoutErrorComplete
Name;Average;N
Entry point for AsyncServletTest.testStartOnTimeoutErrorComplete;2.112236686E8;10
0
# 28 Added members to the execution of scenario Entry point for DefaultServletTest.testSymLinks
Name;Average;N
Entry point for DefaultServletTest.testSymLinks;9.3025124E7;10
68
Name;Average;N
org.eclipse.jetty.http.HttpField(org.eclipse.jetty.http.HttpHeader,java.lang.String,java.lang.String);683.9217391304348;460
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.headerComplete();847.6923076923077;130
org.eclipse.jetty.server.LocalConnector.getResponse(java.lang.String,boolean,long,java.util.concurrent.TimeUnit);6606454.069230769;130
org.eclipse.jetty.http.HttpParser.parseLine(java.nio.ByteBuffer);269044.0;130
org.eclipse.jetty.servlet.ServletHandler.newServletHolder(org.eclipse.jetty.servlet.Source);85446.3;10
org.eclipse.jetty.util.ArrayTrie.getBest(int,byte[],int,int);10012.370072992708;1370
org.eclipse.jetty.http.HttpParser.setState(org.eclipse.jetty.http.HttpParser.State);605.5788235294117;2550
org.eclipse.jetty.util.ByteArrayOutputStream2.getCount();658.35;260
org.eclipse.jetty.servlet.Holder.$SWITCH_TABLE$org$eclipse$jetty$servlet$Source$Origin();759.2;10
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpParser$State();113.49363228699518;11150
org.eclipse.jetty.io.AbstractEndPoint.isOpen();6695.65641025641;390
org.eclipse.jetty.util.thread.Locker$UnLock.close();15640.988461538469;260
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.messageComplete();794.4846153846152;130
org.eclipse.jetty.http.HttpField.getValue();432.43389830508505;590
org.eclipse.jetty.http.HttpParser.parseHeaders(java.nio.ByteBuffer);1732011.2307692308;130
org.eclipse.jetty.http.HttpParser.next(java.nio.ByteBuffer);4121.178449744456;11740
org.eclipse.jetty.util.BufferUtil.isEmpty(java.nio.ByteBuffer);1238.1398416886548;379
org.eclipse.jetty.http.pathmap.PathMappings.put(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);79658.4;10
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1(org.eclipse.jetty.server.LocalConnector.LocalEndPoint);702.9846153846154;130
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.parsedHeader(org.eclipse.jetty.http.HttpField);940.6050847457606;590
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.startResponse(org.eclipse.jetty.http.HttpVersion,int,java.lang.String);907.6076923076923;130
org.eclipse.jetty.http.HttpParser.convertContentLength(java.lang.String);25349.523076923062;130
org.eclipse.jetty.http.HttpField.getHeader();432.28813559322026;590
org.eclipse.jetty.servlet.Holder(org.eclipse.jetty.servlet.Source);22127.1;10
org.eclipse.jetty.http.pathmap.ServletPathSpec.assertValidServletPathSpec(java.lang.String);1421.3;10
org.eclipse.jetty.http.HttpParser.setResponseStatus(int);693.4692307692308;130
org.eclipse.jetty.http.pathmap.MappedResource(org.eclipse.jetty.http.pathmap.PathSpec,java.lang.Object);612.3;10
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpTokens$EndOfContent();644.0;130
org.eclipse.jetty.io.ByteArrayEndPoint.waitForOutput(long,java.util.concurrent.TimeUnit);2304189.123076923;130
org.eclipse.jetty.server.LocalConnector$LocalEndPoint.waitForResponse(boolean,long,java.util.concurrent.TimeUnit);4684573.684615385;130
org.eclipse.jetty.http.HttpField.getName();529.277966101695;590
org.eclipse.jetty.util.ByteArrayOutputStream2.getBuf();511.39230769230767;130
org.eclipse.jetty.util.Utf8StringBuilder(int);663.8923076923077;130
org.eclipse.jetty.io.AbstractEndPoint.$SWITCH_TABLE$org$eclipse$jetty$io$AbstractEndPoint$State();652.3222003929274;509
org.eclipse.jetty.util.ByteArrayOutputStream2();532.3307692307692;130
org.eclipse.jetty.http.HttpParser(org.eclipse.jetty.http.HttpParser.ResponseHandler);635.1076923076923;130
org.eclipse.jetty.http.HttpParser.parseContent(java.nio.ByteBuffer);38897.653846153844;130
org.eclipse.jetty.util.Utf8Appendable(java.lang.Appendable);943.7;130
org.eclipse.jetty.http.pathmap.PathMappings.$SWITCH_TABLE$org$eclipse$jetty$http$pathmap$PathSpecGroup();759.3;10
org.eclipse.jetty.io.AbstractEndPoint.isOutputShutdown();6614.0672268907565;119
org.eclipse.jetty.http.HttpParser.quickStart(java.nio.ByteBuffer);54353.261538461535;130
org.eclipse.jetty.servlet.ServletHolder(org.eclipse.jetty.servlet.Source);633.4;10
org.eclipse.jetty.io.AbstractEndPoint.onOpen();7221.046153846154;130
org.eclipse.jetty.servlet.BaseHolder(org.eclipse.jetty.servlet.Source);620.5;10
org.eclipse.jetty.http.pathmap.PathSpec.compareTo(org.eclipse.jetty.http.pathmap.PathSpec);1895.1;10
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpHeader();1001.2711864406784;590
org.eclipse.jetty.http.HttpParser(org.eclipse.jetty.http.HttpParser.ResponseHandler,int,org.eclipse.jetty.http.HttpCompliance);28245.17692307692;130
org.eclipse.jetty.http.HttpParser.takeString();1615.9152542372879;590
org.eclipse.jetty.servlet.ServletMapping(org.eclipse.jetty.servlet.Source);523.4;10
org.eclipse.jetty.http.HttpParser.parseNext(java.nio.ByteBuffer);2151747.1923076925;130
org.eclipse.jetty.http.HttpParser.parsedHeader();24386.981944444447;720
org.eclipse.jetty.http.pathmap.MappedResource.compareTo(org.eclipse.jetty.http.pathmap.MappedResource);13189.9;10
org.eclipse.jetty.http.pathmap.PathSpec();452.4;10
org.eclipse.jetty.io.AbstractEndPoint(org.eclipse.jetty.util.thread.Scheduler);35109.25384615385;130
org.eclipse.jetty.http.HttpParser.setHeadResponse(boolean);640.1;130
org.eclipse.jetty.util.thread.Locker$UnLock(org.eclipse.jetty.util.thread.Locker);692.4230769230771;130
org.eclipse.jetty.http.HttpVersion.lookAheadGet(byte[],int,int);2313.269230769231;130
org.eclipse.jetty.http.HttpVersion.lookAheadGet(java.nio.ByteBuffer);16257.738461538462;130
org.eclipse.jetty.server.LocalConnector$LocalEndPoint$1.content(java.nio.ByteBuffer);735.9153846153847;130
org.eclipse.jetty.server.LocalConnector.getResponse(java.lang.String);6621442.415384615;130
org.eclipse.jetty.http.pathmap.ServletPathSpec(java.lang.String);13062.1;10
org.eclipse.jetty.servlet.Source.getOrigin();572.1;10
org.eclipse.jetty.http.pathmap.PathMappings();94145.7;10
org.eclipse.jetty.http.HttpVersion.asString();525.3923076923077;130
org.eclipse.jetty.http.HttpParser.$SWITCH_TABLE$org$eclipse$jetty$http$HttpParser$CharState();133.12972742759814;11740
org.eclipse.jetty.http.HttpParser.compliance();5722.253846153846;130
org.eclipse.jetty.util.thread.Locker$Lock();665.3461538461538;130
org.eclipse.jetty.util.ArrayTrie.getBest(java.nio.ByteBuffer,int,int);24351.462711864406;590
# 29 Added members to the execution of scenario Entry point for DispatcherForwardTest.testQueryRetainedByForwardWithoutQuery
Name;Average;N
Entry point for DispatcherForwardTest.testQueryRetainedByForwardWithoutQuery;6.66911168E8;10
43
Name;Average;N
org.eclipse.jetty.util.Loader.loadClass(java.lang.String);1671715.8;10
org.eclipse.jetty.servlet.Source$Origin(java.lang.String,int);1108.125;40
org.eclipse.jetty.http.pathmap.PathSpec();896.6;50
org.eclipse.jetty.util.thread.Locker$Lock();1125.5666666666666;30
org.eclipse.jetty.http.pathmap.PathSpec.getPrefix();1305.55;40
org.eclipse.jetty.http.pathmap.PathMappings();334186.3;20
org.eclipse.jetty.http.pathmap.PathMappings.$SWITCH_TABLE$org$eclipse$jetty$http$pathmap$PathSpecGroup();14437.5;50
org.eclipse.jetty.util.URIUtil.encodePath(java.lang.StringBuilder,java.lang.String,int);5784.6;10
org.eclipse.jetty.server.handler.ErrorHandler();7899.6;10
org.eclipse.jetty.io.AbstractEndPoint.$SWITCH_TABLE$org$eclipse$jetty$io$AbstractEndPoint$State();11592.157142857144;70
org.eclipse.jetty.servlet.ServletHandler.newServletHolder(org.eclipse.jetty.servlet.Source);57498.5;10
org.eclipse.jetty.util.thread.Locker$UnLock(org.eclipse.jetty.util.thread.Locker);1399.55;20
org.eclipse.jetty.http.pathmap.PathSpec.compareTo(org.eclipse.jetty.http.pathmap.PathSpec);3532.383333333333;60
org.eclipse.jetty.servlet.Source.getOrigin();1327.8;30
org.eclipse.jetty.io.AbstractEndPoint.isOutputShutdown();23962.4;10
org.eclipse.jetty.servlet.Holder(org.eclipse.jetty.servlet.Source);127361.36666666667;30
org.eclipse.jetty.servlet.ServletHandler.isEnsureDefaultServlet();2893.5;10
org.eclipse.jetty.servlet.Holder.$SWITCH_TABLE$org$eclipse$jetty$servlet$Source$Origin();24009.4;30
org.eclipse.jetty.http.pathmap.PathSpecGroup.values();9003.6;10
org.eclipse.jetty.http.pathmap.ServletPathSpec.assertValidServletPathSpec(java.lang.String);3325.68;50
org.eclipse.jetty.util.thread.Locker$UnLock.close();31546.966666666667;30
org.eclipse.jetty.servlet.Source(org.eclipse.jetty.servlet.Source.Origin,java.lang.String);2782.2;20
